,0
ASV1557,4.0
ASV1559,4.0
ASV1561,4.0
ASV1570,4.0
ASV1562,4.0
ASV1563,4.0
ASV1564,4.0
ASV1565,4.0
ASV1566,4.0
ASV1567,4.0
ASV1568,4.0
ASV1569,4.0
ASV1592,4.0
ASV1623,4.0
ASV1594,4.0
ASV1626,4.0
ASV1617,4.0
ASV1618,4.0
ASV1619,4.0
ASV1620,4.0
ASV1621,4.0
ASV1622,4.0
ASV1624,4.0
ASV1625,4.0
ASV1627,4.0
ASV1595,4.0
ASV1628,4.0
ASV1629,4.0
ASV1630,4.0
ASV1631,4.0
ASV1632,4.0
ASV1633,4.0
ASV1634,4.0
ASV1635,4.0
ASV1550,4.0
ASV1615,4.0
ASV1614,4.0
ASV1613,4.0
ASV1596,4.0
ASV1597,4.0
ASV1598,4.0
ASV1599,4.0
ASV1600,4.0
ASV1601,4.0
ASV1602,4.0
ASV1603,4.0
ASV1604,4.0
ASV1605,4.0
ASV1606,4.0
ASV1607,4.0
ASV1608,4.0
ASV1609,4.0
ASV1610,4.0
ASV1611,4.0
ASV1612,4.0
ASV1551,4.0
ASV1616,4.0
ASV1549,4.0
ASV1494,4.0
ASV1486,4.0
ASV1487,4.0
ASV1488,4.0
ASV1489,4.0
ASV1490,4.0
ASV1491,4.0
ASV1492,4.0
ASV1493,4.0
ASV1495,4.0
ASV1484,4.0
ASV1496,4.0
ASV1497,4.0
ASV1498,4.0
ASV1499,4.0
ASV1500,4.0
ASV1501,4.0
ASV1502,4.0
ASV1503,4.0
ASV1485,4.0
ASV1483,4.0
ASV1505,4.0
ASV1471,4.0
ASV1548,4.0
ASV1464,4.0
ASV1465,4.0
ASV1466,4.0
ASV1467,4.0
ASV1468,4.0
ASV1469,4.0
ASV1470,4.0
ASV1472,4.0
ASV1482,4.0
ASV1473,4.0
ASV1474,4.0
ASV1475,4.0
ASV1476,4.0
ASV1478,4.0
ASV1479,4.0
ASV1480,4.0
ASV1481,4.0
ASV1504,4.0
ASV1477,4.0
ASV1506,4.0
ASV1538,4.0
ASV1530,4.0
ASV1531,4.0
ASV1532,4.0
ASV1533,4.0
ASV1534,4.0
ASV1535,4.0
ASV1536,4.0
ASV1537,4.0
ASV1539,4.0
ASV1528,4.0
ASV1541,4.0
ASV1542,4.0
ASV1543,4.0
ASV1544,4.0
ASV1545,4.0
ASV1546,4.0
ASV1507,4.0
ASV1547,4.0
ASV1529,4.0
ASV1540,4.0
ASV1527,4.0
ASV1517,4.0
ASV1509,4.0
ASV1508,4.0
ASV1526,4.0
ASV1510,4.0
ASV1511,4.0
ASV1512,4.0
ASV1514,4.0
ASV1515,4.0
ASV1516,4.0
ASV1513,4.0
ASV1518,4.0
ASV1519,4.0
ASV1520,4.0
ASV1521,4.0
ASV1522,4.0
ASV1525,4.0
ASV1524,4.0
ASV1523,4.0
ASV1794,3.0
ASV1798,3.0
ASV1797,3.0
ASV1796,3.0
ASV1795,3.0
ASV1792,3.0
ASV1793,3.0
ASV1789,3.0
ASV1791,3.0
ASV1790,3.0
ASV1788,3.0
ASV1800,3.0
ASV1799,3.0
ASV1809,3.0
ASV1801,3.0
ASV1802,3.0
ASV1803,3.0
ASV1804,3.0
ASV1805,3.0
ASV1806,3.0
ASV1807,3.0
ASV1808,3.0
ASV1810,3.0
ASV1811,3.0
ASV1812,3.0
ASV1813,3.0
ASV1786,3.0
ASV1814,3.0
ASV1787,3.0
ASV1766,3.0
ASV1785,3.0
ASV1770,3.0
ASV1816,3.0
ASV1758,3.0
ASV1759,3.0
ASV1760,3.0
ASV1761,3.0
ASV1762,3.0
ASV1763,3.0
ASV1764,3.0
ASV1765,3.0
ASV1767,3.0
ASV1768,3.0
ASV1769,3.0
ASV1771,3.0
ASV1784,3.0
ASV1772,3.0
ASV1773,3.0
ASV1774,3.0
ASV1775,3.0
ASV1776,3.0
ASV1777,3.0
ASV1778,3.0
ASV1779,3.0
ASV1780,3.0
ASV1781,3.0
ASV1782,3.0
ASV1783,3.0
ASV1815,3.0
ASV1859,3.0
ASV1817,3.0
ASV1818,3.0
ASV1849,3.0
ASV1850,3.0
ASV1851,3.0
ASV1852,3.0
ASV1853,3.0
ASV1854,3.0
ASV1855,3.0
ASV1856,3.0
ASV1858,3.0
ASV1756,3.0
ASV1860,3.0
ASV1861,3.0
ASV1862,3.0
ASV1863,3.0
ASV1864,3.0
ASV1865,3.0
ASV1866,3.0
ASV1867,3.0
ASV1868,3.0
ASV1869,3.0
ASV1870,3.0
ASV1871,3.0
ASV1872,3.0
ASV1873,3.0
ASV1874,3.0
ASV1875,3.0
ASV1876,3.0
ASV1848,3.0
ASV1847,3.0
ASV1846,3.0
ASV1831,3.0
ASV1819,3.0
ASV1820,3.0
ASV1821,3.0
ASV1822,3.0
ASV1823,3.0
ASV1824,3.0
ASV1825,3.0
ASV1826,3.0
ASV1827,3.0
ASV1828,3.0
ASV1829,3.0
ASV1830,3.0
ASV1832,3.0
ASV1845,3.0
ASV1833,3.0
ASV1834,3.0
ASV1835,3.0
ASV1836,3.0
ASV1837,3.0
ASV1838,3.0
ASV1839,3.0
ASV1840,3.0
ASV1841,3.0
ASV1842,3.0
ASV1843,3.0
ASV1844,3.0
ASV1757,3.0
ASV1857,3.0
ASV1755,3.0
ASV1694,3.0
ASV1666,3.0
ASV1667,3.0
ASV1668,3.0
ASV1669,3.0
ASV1670,3.0
ASV1671,3.0
ASV1672,3.0
ASV1673,3.0
ASV1674,3.0
ASV1675,3.0
ASV1676,3.0
ASV1677,3.0
ASV1678,3.0
ASV1679,3.0
ASV1680,3.0
ASV1681,3.0
ASV1682,3.0
ASV1683,3.0
ASV1684,3.0
ASV1685,3.0
ASV1686,3.0
ASV1687,3.0
ASV1688,3.0
ASV1689,3.0
ASV1690,3.0
ASV1691,3.0
ASV1692,3.0
ASV1665,3.0
ASV1664,3.0
ASV1663,3.0
ASV1647,3.0
ASV1754,3.0
ASV1636,3.0
ASV1637,3.0
ASV1638,3.0
ASV1639,3.0
ASV1640,3.0
ASV1641,3.0
ASV1642,3.0
ASV1643,3.0
ASV1644,3.0
ASV1645,3.0
ASV1646,3.0
ASV1648,3.0
ASV1662,3.0
ASV1649,3.0
ASV1650,3.0
ASV1651,3.0
ASV1652,3.0
ASV1653,3.0
ASV1654,3.0
ASV1655,3.0
ASV1656,3.0
ASV1657,3.0
ASV1658,3.0
ASV1659,3.0
ASV1661,3.0
ASV1693,3.0
ASV1660,3.0
ASV1695,3.0
ASV1725,3.0
ASV1727,3.0
ASV1728,3.0
ASV1729,3.0
ASV1730,3.0
ASV1731,3.0
ASV1732,3.0
ASV1733,3.0
ASV1734,3.0
ASV1735,3.0
ASV1736,3.0
ASV1737,3.0
ASV1738,3.0
ASV1739,3.0
ASV1741,3.0
ASV1742,3.0
ASV1743,3.0
ASV1744,3.0
ASV1745,3.0
ASV1746,3.0
ASV1747,3.0
ASV1748,3.0
ASV1749,3.0
ASV1750,3.0
ASV1751,3.0
ASV1752,3.0
ASV1696,3.0
ASV1753,3.0
ASV1726,3.0
ASV1740,3.0
ASV1724,3.0
ASV1710,3.0
ASV1697,3.0
ASV1698,3.0
ASV1723,3.0
ASV1699,3.0
ASV1700,3.0
ASV1701,3.0
ASV1702,3.0
ASV1703,3.0
ASV1705,3.0
ASV1706,3.0
ASV1707,3.0
ASV1708,3.0
ASV1709,3.0
ASV1704,3.0
ASV1718,3.0
ASV1711,3.0
ASV1712,3.0
ASV1713,3.0
ASV1714,3.0
ASV1715,3.0
ASV1722,3.0
ASV1716,3.0
ASV1717,3.0
ASV1719,3.0
ASV1720,3.0
ASV1721,3.0
ASV2068,2.0
ASV2059,2.0
ASV2069,2.0
ASV2070,2.0
ASV2066,2.0
ASV2071,2.0
ASV2067,2.0
ASV2062,2.0
ASV2065,2.0
ASV2064,2.0
ASV2058,2.0
ASV2063,2.0
ASV2061,2.0
ASV2060,2.0
ASV2073,2.0
ASV2072,2.0
ASV2085,2.0
ASV2074,2.0
ASV2083,2.0
ASV2089,2.0
ASV2056,2.0
ASV2088,2.0
ASV2087,2.0
ASV2086,2.0
ASV2084,2.0
ASV2082,2.0
ASV2075,2.0
ASV2081,2.0
ASV2080,2.0
ASV2079,2.0
ASV2078,2.0
ASV2077,2.0
ASV2076,2.0
ASV2057,2.0
ASV2027,2.0
ASV2055,2.0
ASV2029,2.0
ASV2035,2.0
ASV2034,2.0
ASV2033,2.0
ASV2032,2.0
ASV2031,2.0
ASV2030,2.0
ASV2028,2.0
ASV2037,2.0
ASV2026,2.0
ASV2025,2.0
ASV2024,2.0
ASV2023,2.0
ASV2022,2.0
ASV2091,2.0
ASV2036,2.0
ASV2038,2.0
ASV2054,2.0
ASV2047,2.0
ASV2053,2.0
ASV2052,2.0
ASV2051,2.0
ASV2050,2.0
ASV2049,2.0
ASV2048,2.0
ASV2046,2.0
ASV2039,2.0
ASV2045,2.0
ASV2044,2.0
ASV2043,2.0
ASV2042,2.0
ASV2041,2.0
ASV2040,2.0
ASV2090,2.0
ASV2151,2.0
ASV2092,2.0
ASV2093,2.0
ASV2144,2.0
ASV2143,2.0
ASV2142,2.0
ASV2141,2.0
ASV2140,2.0
ASV2139,2.0
ASV2138,2.0
ASV2137,2.0
ASV2136,2.0
ASV2135,2.0
ASV2134,2.0
ASV2133,2.0
ASV2132,2.0
ASV2131,2.0
ASV2130,2.0
ASV2145,2.0
ASV2146,2.0
ASV2147,2.0
ASV2156,2.0
ASV2162,2.0
ASV2161,2.0
ASV2160,2.0
ASV2159,2.0
ASV2158,2.0
ASV2157,2.0
ASV2155,2.0
ASV2148,2.0
ASV2154,2.0
ASV2153,2.0
ASV2152,2.0
ASV2020,2.0
ASV2150,2.0
ASV2149,2.0
ASV2129,2.0
ASV2128,2.0
ASV2127,2.0
ASV2101,2.0
ASV2107,2.0
ASV2106,2.0
ASV2105,2.0
ASV2104,2.0
ASV2103,2.0
ASV2102,2.0
ASV2100,2.0
ASV2109,2.0
ASV2099,2.0
ASV2098,2.0
ASV2097,2.0
ASV2096,2.0
ASV2095,2.0
ASV2094,2.0
ASV2108,2.0
ASV2110,2.0
ASV2126,2.0
ASV2119,2.0
ASV2125,2.0
ASV2124,2.0
ASV2123,2.0
ASV2122,2.0
ASV2121,2.0
ASV2120,2.0
ASV2118,2.0
ASV2111,2.0
ASV2117,2.0
ASV2116,2.0
ASV2115,2.0
ASV2114,2.0
ASV2113,2.0
ASV2112,2.0
ASV2021,2.0
ASV1960,2.0
ASV2019,2.0
ASV1920,2.0
ASV1926,2.0
ASV1925,2.0
ASV1924,2.0
ASV1923,2.0
ASV1922,2.0
ASV1921,2.0
ASV1919,2.0
ASV1928,2.0
ASV1918,2.0
ASV1917,2.0
ASV1916,2.0
ASV1915,2.0
ASV1914,2.0
ASV1913,2.0
ASV1927,2.0
ASV1929,2.0
ASV1911,2.0
ASV1938,2.0
ASV1944,2.0
ASV1943,2.0
ASV1942,2.0
ASV1941,2.0
ASV1940,2.0
ASV1939,2.0
ASV1937,2.0
ASV1930,2.0
ASV1936,2.0
ASV1935,2.0
ASV1934,2.0
ASV1933,2.0
ASV1932,2.0
ASV1931,2.0
ASV1912,2.0
ASV1910,2.0
ASV1946,2.0
ASV1884,2.0
ASV1890,2.0
ASV1889,2.0
ASV1888,2.0
ASV1887,2.0
ASV1886,2.0
ASV1885,2.0
ASV1883,2.0
ASV1892,2.0
ASV1882,2.0
ASV1881,2.0
ASV1880,2.0
ASV1879,2.0
ASV1878,2.0
ASV1877,2.0
ASV1891,2.0
ASV1893,2.0
ASV1909,2.0
ASV1902,2.0
ASV1908,2.0
ASV1907,2.0
ASV1906,2.0
ASV1905,2.0
ASV1904,2.0
ASV1903,2.0
ASV1901,2.0
ASV1894,2.0
ASV1900,2.0
ASV1899,2.0
ASV1898,2.0
ASV1897,2.0
ASV1896,2.0
ASV1895,2.0
ASV1945,2.0
ASV1947,2.0
ASV2018,2.0
ASV1993,2.0
ASV1999,2.0
ASV1998,2.0
ASV1997,2.0
ASV1996,2.0
ASV1995,2.0
ASV1994,2.0
ASV1992,2.0
ASV2001,2.0
ASV1991,2.0
ASV1990,2.0
ASV1989,2.0
ASV1988,2.0
ASV1987,2.0
ASV1986,2.0
ASV2000,2.0
ASV2002,2.0
ASV1984,2.0
ASV2011,2.0
ASV2017,2.0
ASV2016,2.0
ASV2015,2.0
ASV2014,2.0
ASV2013,2.0
ASV2012,2.0
ASV2010,2.0
ASV2003,2.0
ASV2009,2.0
ASV2008,2.0
ASV2007,2.0
ASV2006,2.0
ASV2005,2.0
ASV2004,2.0
ASV1985,2.0
ASV1983,2.0
ASV1948,2.0
ASV1956,2.0
ASV1963,2.0
ASV1962,2.0
ASV1961,2.0
ASV1959,2.0
ASV1958,2.0
ASV1957,2.0
ASV1955,2.0
ASV1965,2.0
ASV1954,2.0
ASV1953,2.0
ASV1952,2.0
ASV1951,2.0
ASV1950,2.0
ASV1949,2.0
ASV1964,2.0
ASV1966,2.0
ASV1982,2.0
ASV1975,2.0
ASV1981,2.0
ASV1980,2.0
ASV1979,2.0
ASV1978,2.0
ASV1977,2.0
ASV1976,2.0
ASV1974,2.0
ASV1967,2.0
ASV1973,2.0
ASV1972,2.0
ASV1971,2.0
ASV1970,2.0
ASV1969,2.0
ASV1968,2.0
ASV2163,2.0
