	A4	A5	A6	A52	A53	A54
A4	0.0	0.16889125355664023	0.16546762589928057	0.36699900529736984	0.19102917023294547	0.7069791112447662
A5	0.16889125355664023	0.0	0.22052325984871268	0.4154387101251475	0.20169330773323463	0.71241527678179
A6	0.16546762589928057	0.22052325984871268	0.0	0.369682389136922	0.23579078859099215	0.6958985865969604
A52	0.36699900529736984	0.4154387101251475	0.369682389136922	0.0	0.3453700062458072	0.6958060561197345
A53	0.19102917023294547	0.20169330773323463	0.23579078859099215	0.3453700062458072	0.0	0.7100094843739156
A54	0.7069791112447662	0.71241527678179	0.6958985865969604	0.6958060561197345	0.7100094843739156	0.0
