"peak_number","name.x","formula","calc_mw","m_z","day","height","location","mean","std","n","se","name.y","class"
16685,"aurantiogliocladin","C10 H12 O4",196.0736,197.08087,"29","top","half",313563.939793022,49991.598869878,2,35349.3985632485,NA,"unknown"
16686,"aurantiogliocladin","C10 H12 O4",196.07356,197.08084,"29","bottom","quarter",369556.665338991,269566.735145593,2,190612.466403767,NA,"unknown"
16687,"aurantiogliocladin","C10 H12 O4",196.07361,197.08088,"01","middle","quarter",281391.488315534,25153.2217982332,2,17786.01370222,NA,"unknown"
16778,"bacimethrin","C6 H9 N3 O2",155.06951,156.07679,"04","bottom","half",199329.062329528,30530.9265353142,2,21588.625189029,NA,"unknown"
16778,"bacimethrin","C6 H9 N3 O2",155.06951,156.07679,"29","top","quarter",225269.190199665,25188.6830915635,2,17811.0886232035,NA,"unknown"
17136,"bestatin ubenimex","C16 H24 N2 O4",308.1738,309.18105,"04","bottom","half",342096.690149821,67508.7819690403,2,47735.9175199525,NA,"unknown"
17137,"bestatin ubenimex","C16 H24 N2 O4",308.1738,309.181,"29","middle","half",120217.682081518,25039.3473240005,2,17705.492289286,NA,"unknown"
17138,"bestatin ubenimex","C16 H24 N2 O4",308.17378,309.18106,"01","bottom","quarter",298350.628316804,34483.2197568421,2,24383.318527209,NA,"unknown"
17138,"bestatin ubenimex","C16 H24 N2 O4",308.17378,309.18106,"01","top","quarter",196580.489250359,25566.0993927128,2,18077.9622490765,NA,"unknown"
17138,"bestatin ubenimex","C16 H24 N2 O4",308.17378,309.18106,"15","bottom","half",303667.372978549,10820.1832482194,2,7651.02494849701,NA,"unknown"
17138,"bestatin ubenimex","C16 H24 N2 O4",308.17378,309.18106,"18","bottom","half",246720.237464827,34678.4029623247,2,24521.3338953795,NA,"unknown"
17138,"bestatin ubenimex","C16 H24 N2 O4",308.17378,309.18106,"29","bottom","half",303764.936074089,11339.680809696,2,8018.36519702701,NA,"unknown"
17435,"brefeldin a","C16 H24 O4",280.16761,281.17489,"01","middle","half",1446480.04735065,137881.617154006,2,97497.026490565,NA,"unknown"
17435,"brefeldin a","C16 H24 O4",280.16761,281.17489,"01","middle","quarter",1664806.70492491,192650.047786045,2,136224.155185425,NA,"unknown"
17435,"brefeldin a","C16 H24 O4",280.16761,281.17489,"25","bottom","half",849452.795907719,151571.440286117,2,107177.193260525,NA,"unknown"
17435,"brefeldin a","C16 H24 O4",280.16761,281.17489,"29","bottom","half",391614.795775421,35219.8181161918,2,24904.172222116,NA,"unknown"
17436,"brefeldin a","C16 H24 O4",280.16747,281.17475,"01","middle","quarter",739450.561210462,85929.2194164994,2,60761.1337514735,NA,"unknown"
17437,"brefeldin a","C16 H24 O4",280.16759,281.17487,"25","bottom","half",354851.949036671,76768.3596892066,2,54283.427716806,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","bottom","half",1002933.96958584,40358.550203485,2,28537.804527742,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","bottom","quarter",773020.541722242,52904.4174887843,2,37409.0723610435,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","middle","half",2287174.86718212,232135.006357294,2,164144.237146025,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","middle","quarter",1032707.455875,209758.375716985,2,148321.569880156,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","top","half",2745432.14265213,233286.540567535,2,164958.494794855,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"01","top","quarter",1635186.32422671,216798.609814713,2,153299.7671518,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"04","bottom","half",258359.121217694,51624.8485076966,2,36504.2804575205,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"08","bottom","half",182750.234786849,48430.4158185812,2,34245.475441003,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"11","bottom","half",493297.510282402,686.248492348968,2,485.250962519,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"15","bottom","half",304657.469480959,56263.2763008084,2,39784.144204074,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"18","bottom","half",270012.085643606,23613.7211998571,2,16697.4223894675,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"25","bottom","half",801038.869645593,23616.6840147144,2,16699.5174159445,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"29","bottom","half",1134179.3302299,71688.3636050886,2,50691.3280373251,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"29","bottom","quarter",594700.781696131,16338.3117645709,2,11552.931041868,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"29","middle","half",1770758.2794024,223993.304866326,2,158387.184811365,NA,"unknown"
17611,"caerulomycin a","C12 H11 N3 O2",229.08522,230.0925,"29","middle","quarter",218889.536277114,21768.8990564893,2,15392.936141809,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"01","bottom","quarter",322099.629226072,4042.29488565451,2,2858.334125202,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"01","middle","half",403038.109196426,44287.6562225575,2,31316.102037829,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"01","middle","quarter",177393.705150725,3566.30050786024,2,2521.755272857,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"01","top","half",490455.891417733,14020.5726640755,2,9914.04200688651,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"01","top","quarter",210352.253272616,20216.996741785,2,14295.5754913425,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"04","bottom","half",476252.495549892,34518.1378823635,2,24408.0093705515,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"08","bottom","half",276663.720256265,29036.7845763782,2,20532.10727781,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"11","bottom","half",354465.153796114,58996.8167652125,2,41717.049203102,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"15","bottom","half",348268.954505746,5641.478385515,2,3989.12762231499,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"18","bottom","half",339686.510528077,33263.2089827404,2,23520.640635721,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"22","bottom","half",113524.149854326,9305.37042490419,2,6579.8905289025,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"29","bottom","half",129161.403362852,6414.40857168277,2,4535.671798338,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"29","bottom","quarter",195671.414551868,9744.67731971964,2,6890.52741324851,NA,"unknown"
17612,"caerulomycin a","C12 H11 N3 O2",229.08523,230.0925,"29","middle","quarter",165116.621215417,9450.64884186707,2,6682.617882697,NA,"unknown"
17613,"caerulomycin a","C12 H11 N3 O2",229.08524,230.09252,"29","middle","half",178892.196141428,100.644160251982,2,71.1661682010017,NA,"unknown"
17613,"caerulomycin a","C12 H11 N3 O2",229.08524,230.09252,"29","middle","quarter",202841.117625663,5534.07091141178,2,3913.17906902649,NA,"unknown"
18358,"clofoctol","C21 H26 Cl2 O",364.13744,365.14472,"04","bottom","half",206365.873633251,34586.7368549269,2,24456.5161692335,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"01","bottom","half",252975.326560794,16208.4972950795,2,11461.1383501945,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"01","bottom","quarter",196624.14135385,6127.08823437377,2,4332.505639454,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"01","middle","quarter",236813.092188764,381.517637047417,2,269.773708298497,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"01","top","half",233013.408799508,53412.5269301781,2,37768.359992638,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"01","top","quarter",190108.478428914,31256.6760120473,2,22101.8075654695,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"04","bottom","half",184281.614731058,10052.3569438146,2,7108.08976187899,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"08","bottom","half",126237.896250828,24010.9097307678,2,16978.277093084,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"11","bottom","half",133749.485882623,9029.54116894767,2,6384.849791566,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"15","bottom","half",175866.99439185,8485.37924093544,2,6000.06920220501,NA,"unknown"
18376,"cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,"18","bottom","half",108998.552106991,6551.03558795658,2,4632.2816880385,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"01","bottom","half",2695060.67367866,14668.108282791,2,10371.9188339401,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"01","bottom","quarter",3619575.85879422,134648.738798556,2,95211.0362826749,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"01","middle","half",3326926.63162966,121625.069865546,2,86001.9116642149,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"01","middle","quarter",3362431.54457143,676662.704921451,2,478472.78722599,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"01","top","quarter",3338538.80336108,7647.70093837264,2,5407.74119401001,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"04","bottom","half",2901216.90188647,68863.8808282743,2,48694.117112495,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"08","bottom","half",2727293.21350637,245253.010383807,2,173420.066748805,NA,"unknown"
18507,"cordycepin","C10 H13 N5 O3",251.10228,269.13606,"15","bottom","half",3336347.43580654,687761.6067281,2,486320.895957195,NA,"unknown"
18508,"cordycepin","C10 H13 N5 O3",251.10196,252.10919,"01","middle","quarter",384650.542233172,119298.503702264,2,84356.7809532795,NA,"unknown"
18508,"cordycepin","C10 H13 N5 O3",251.10196,252.10919,"18","bottom","half",340857.080953344,61968.7133234024,2,43818.497412383,NA,"unknown"
18508,"cordycepin","C10 H13 N5 O3",251.10196,252.10919,"29","middle","quarter",564166.09805472,47895.9083794384,2,33867.5216061905,NA,"unknown"
18508,"cordycepin","C10 H13 N5 O3",251.10196,252.10919,"29","top","half",404840.710317751,88852.0551685854,2,62827.890732068,NA,"unknown"
18509,"cordycepin","C10 H13 N5 O3",251.10193,252.10921,"04","bottom","half",648479.23268167,80929.6857506169,2,57225.9295935575,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","bottom","half",6793652.78961504,2431487.88726878,2,1719321.57346071,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","bottom","quarter",9289440.42954045,1884083.20251023,2,1332248.00881465,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","middle","half",8874811.07072875,535912.090076579,2,378947.073013005,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","middle","quarter",4414266.26683846,363645.655825683,2,257136.30918337,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","top","half",12695860.7355551,2564516.78100976,2,1813387.2063187,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"01","top","quarter",8799480.21482548,329788.592386308,2,233195.750034325,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"04","bottom","half",2481446.79971439,815340.84040766,2,576533.037230595,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"08","bottom","half",11921060.9987116,1609947.54469639,2,1138404.82620945,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"11","bottom","half",8922592.41510152,964626.479055772,2,682093.92465244,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"15","bottom","half",7103144.28781115,1473467.85376733,2,1041899.11125927,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"18","bottom","half",6409528.40631098,781370.785650565,2,552512.581154575,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"25","bottom","half",6610594.8131742,4575.60302700101,2,3235.43992841011,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"29","bottom","half",9933327.35512931,496605.390181019,2,351153.03897079,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"29","middle","half",13265612.5435928,358120.177174829,2,253229.20576005,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"29","top","half",2467151.11751053,72036.2877782909,2,50937.3475795351,NA,"unknown"
18647,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"29","top","quarter",8733689.70629479,5284487.45698241,2,3736696.91592752,NA,"unknown"
18648,"cryptotanshinone","C19 H20 O3",296.14142,297.14869,"22","bottom","half",5089695.41954824,1129931.82719537,2,798982.45728835,NA,"unknown"
18648,"cryptotanshinone","C19 H20 O3",296.14142,297.14869,"29","middle","quarter",8063886.88210305,1553386.61709911,2,1098410.21075521,NA,"unknown"
18649,"cryptotanshinone","C19 H20 O3",296.14143,297.14871,"29","bottom","quarter",5419368.58198145,196167.691211967,2,138711.50470569,NA,"unknown"
18771,"cycloheximide","C15 H23 N O4",281.16309,282.17036,"29","top","quarter",236178.58739062,30639.0133149068,2,21665.0540838355,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","bottom","half",12408293.75494,471267.446265922,2,333236.4070071,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","bottom","quarter",14835522.341911,1206688.4974495,2,853257.61932635,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","middle","half",9996967.16469186,175213.037249963,2,123894.32679174,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","middle","quarter",13973087.1814808,3827877.45530419,2,2706718.1061967,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","top","half",10507105.0643563,581711.723147699,2,411332.30413345,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"01","top","quarter",12083702.6928829,837097.517651993,2,591917.33124615,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"04","bottom","half",18205100.1176198,1397229.98630061,2,987990.79819035,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"08","bottom","half",20603870.4768135,2072863.53232987,2,1465735.86018475,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"11","bottom","half",13795006.2823288,16942.4937709499,2,11980.1522356495,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"15","bottom","half",17042696.1015041,405970.071760304,2,287064.1907005,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"18","bottom","half",9696076.29449217,583742.645330578,2,412768.382981026,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"22","bottom","half",3064692.61188676,154566.124334991,2,109294.754658995,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"25","bottom","half",9544785.20271642,172834.922293792,2,122212.74557979,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","bottom","half",12522570.0217973,332594.730740399,2,235179.98949345,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","bottom","quarter",8051011.64724441,293575.171213765,2,207588.994353255,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","middle","half",11432088.4900919,321316.57225581,2,227205.1271497,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","middle","quarter",17440133.7392219,697379.822632906,2,493122.001646399,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","top","half",11244598.0559159,130651.344800889,2,92384.4518798506,NA,"unknown"
19037,"dacarbazine","C6 H10 N6 O",182.09194,183.09921,"29","top","quarter",11855854.1519474,969635.710245674,2,685635.98599535,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","bottom","half",17768984.295959,536818.367217099,2,379587.907724701,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","bottom","quarter",29262691.9017603,515637.310051703,2,364610.63857035,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","middle","half",44050916.9748933,664632.376503492,2,469966.06042175,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","middle","quarter",105204193.325816,6347955.86231524,2,4488682.636916,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","top","half",38638595.3104012,2859919.09286999,2,2022268.18421325,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"01","top","quarter",38736351.6329641,2332456.66382569,2,1649295.9238149,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"04","bottom","half",26056395.7306225,337126.437490505,2,238384.390066799,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"08","bottom","half",22289121.9577737,1800131.95132927,2,1272885.5098155,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"11","bottom","half",39523546.8898422,1324143.97329508,2,936311.182784252,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"15","bottom","half",23489416.3023741,833620.848202612,2,589458.954702549,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"18","bottom","half",19118456.7998407,1743988.1430573,2,1233185.84226475,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"22","bottom","half",17315694.2934482,1296407.29466553,2,916698.3892377,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"25","bottom","half",120470294.116421,7428958.96114259,2,5253067.2585805,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","bottom","half",75876209.8452435,631196.041861893,2,446323.001458652,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","bottom","quarter",464807255.937019,24681945.5701573,2,17452771.0855355,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","middle","half",47206267.0303372,281333.31739357,2,198932.6965027,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","middle","quarter",38254824.5482411,538215.733757893,2,380575.995081499,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","top","half",16105897.7219113,380808.835311623,2,269272.5097846,NA,"unknown"
19049,"daidzin","C21 H20 O9",416.11068,439.09989,"29","top","quarter",49556617.3852047,4546791.88346817,2,3215067.3734443,NA,"unknown"
19050,"daidzin","C21 H20 O9",416.11066,417.11797,"29","middle","quarter",157653.116913982,1604.05643156288,2,1134.239180164,NA,"unknown"
20949,"ethacridine","C15 H15 N3 O",253.12159,254.12887,"22","bottom","half",501252.514963657,37348.9623507438,2,26409.704548492,NA,"unknown"
20949,"ethacridine","C15 H15 N3 O",253.12159,254.12887,"29","bottom","half",1064109.20561589,55572.5503160506,2,39295.72717631,NA,"unknown"
20949,"ethacridine","C15 H15 N3 O",253.12159,254.12887,"29","middle","half",1255098.39223969,78073.6315950356,2,55206.39433271,NA,"unknown"
20949,"ethacridine","C15 H15 N3 O",253.12159,254.12887,"29","middle","quarter",707084.649905816,64449.5143397841,2,45572.688633841,NA,"unknown"
20949,"ethacridine","C15 H15 N3 O",253.12159,254.12887,"29","top","quarter",868241.407673697,25930.3537336453,2,18335.5289636265,NA,"unknown"
20950,"ethacridine","C15 H15 N3 O",253.12162,254.1289,"18","bottom","half",115050.500048651,2410.79897039309,2,1704.6923000425,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"01","bottom","half",1079840.32407866,62062.5001071407,2,43884.81468315,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"01","bottom","quarter",1037994.71798537,3028.44371620454,2,2141.43308817001,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"01","middle","half",1199249.64917869,63521.3149566942,2,44916.352555765,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"01","top","half",1854159.27422384,28066.7259472077,2,19846.172242975,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"01","top","quarter",907842.740512002,12135.7536311034,2,8581.27368736249,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"04","bottom","half",1159734.94497753,100232.820306417,2,70875.30693612,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"08","bottom","half",1993983.62049986,190439.2492823,2,134660.88457159,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"11","bottom","half",2290208.21034366,47836.6393213052,2,33825.61205327,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"15","bottom","half",2397343.67585112,88161.1527728071,2,62339.3489628751,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"18","bottom","half",1529578.34723303,32625.1171512015,2,23069.4415746201,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"22","bottom","half",1228338.79185602,78134.7818379203,2,55249.6340841249,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"29","bottom","half",1776488.53524858,81463.0606807931,2,57603.0826236,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"29","middle","half",1722335.93571239,10617.3392294966,2,7507.592567335,NA,"unknown"
21015,"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,"29","top","half",6800461.52728073,106675.08453009,2,75430.6756548746,NA,"unknown"
21500,"fleroxacin","C17 H18 F3 N3 O3",369.12999,370.13727,"01","top","half",155864.200191984,30470.6423521977,2,21545.997834349,NA,"unknown"
21544,"flumethasone","C22 H28 F2 O5",410.19174,411.19902,"01","top","quarter",508043.45418043,319444.26344899,2,225881.204895922,NA,"unknown"
21702,"fomecin a","C8 H8 O5",184.03722,185.0445,"01","middle","quarter",156784.715923804,24404.9288499339,2,17256.8906841635,NA,"unknown"
21746,"fortimicin b","C15 H32 N4 O5",348.23881,349.24628,"01","bottom","half",291472.018122016,57226.8609051615,2,40465.501412059,NA,"unknown"
21777,"fusaric acid","C10 H13 N O2",179.09466,180.10194,"15","bottom","half",1169339.8672083,40050.5964469723,2,28320.04833822,NA,"unknown"
21777,"fusaric acid","C10 H13 N O2",179.09466,180.10194,"29","middle","quarter",878941.799145913,83103.6254457171,2,58763.1370938535,NA,"unknown"
21779,"fusaric acid","C10 H13 N O2",179.09466,180.10194,"01","bottom","half",123116.360862686,10987.6220865513,2,7769.4220865155,NA,"unknown"
21779,"fusaric acid","C10 H13 N O2",179.09466,180.10194,"01","middle","half",149107.158744728,17215.1600722382,2,12172.9564262915,NA,"unknown"
21782,"fusaric acid","C10 H13 N O2",179.09465,180.10193,"29","top","half",224521.683209359,26108.9688703112,2,18461.8289379855,NA,"unknown"
21782,"fusaric acid","C10 H13 N O2",179.09465,180.10193,"29","top","quarter",193779.125452115,1914.21491746152,2,1353.55434878549,NA,"unknown"
21965,"gliorosein","C10 H14 O4",198.08923,199.0965,"04","bottom","half",404842.161626165,8930.76030543044,2,6315.0011731215,NA,"unknown"
21965,"gliorosein","C10 H14 O4",198.08923,199.0965,"29","top","half",323866.539097216,86266.2631996606,2,60999.4596961035,NA,"unknown"
21971,"gliorosein","C10 H14 O4",198.08927,199.09653,"01","top","half",193124.274341635,13678.7584789775,2,9672.34287869799,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"01","bottom","quarter",318768.937496844,36435.0473127546,2,25763.4690277015,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"01","middle","half",248747.582235347,12657.4744159762,2,8950.185992232,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"01","middle","quarter",272412.886788309,36681.1413601996,2,25937.4837974595,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"01","top","quarter",246801.079996033,43221.4824600998,2,30562.203340472,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"04","bottom","half",643761.727162224,46376.8320022178,2,32793.3723987175,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"15","bottom","half",434903.665439598,74861.930969212,2,52935.379041049,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"18","bottom","half",289613.764423377,18861.1644978115,2,13336.8573174775,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"29","bottom","half",337930.889744876,41668.5755198617,2,29464.132312478,NA,"unknown"
22101,"guamecycline","C29 H38 N8 O8",626.28168,644.31551,"29","middle","quarter",371429.823849699,31446.8020633445,2,22236.246985622,NA,"unknown"
22350,"honokiol","C18 H18 O2",266.13084,267.13813,"29","middle","quarter",1974950.53069641,300152.628285546,2,212239.958851675,NA,"unknown"
23081,"k 252a","C27 H21 N3 O5",467.14949,468.15677,"01","bottom","quarter",719693.480631273,19884.0983775464,2,14060.1808005435,NA,"unknown"
23094,"kalamycin","C16 H12 O6",300.06348,301.07076,"01","middle","quarter",183946.515921757,15288.7114177108,2,10810.7515190675,NA,"unknown"
23094,"kalamycin","C16 H12 O6",300.06348,301.07076,"29","top","quarter",324123.826038936,28677.1487102623,2,20277.8063181215,NA,"unknown"
