"peak_number","name.x","formula","calc_mw","m_z","day","height","location","mean","std","n","se","name.y","class"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"11","bottom","half",5334605.59665248,54467.2984275612,2,38514.1960710399,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"15","bottom","half",5988453.27151952,301618.490973739,2,213276.480298785,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"18","bottom","half",4231001.67091792,65474.2440876424,2,46297.2819874352,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"22","bottom","half",1900049.20238687,194942.321047143,2,137845.03715268,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"25","bottom","half",5298641.22306831,151484.426177114,2,107115.66499399,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","bottom","half",4839732.06903445,167427.374478999,2,118389.03185036,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","bottom","quarter",5277087.86594185,75286.267600304,2,53235.4303504,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","middle","half",4636057.85449629,17964.051931223,2,12702.5029381551,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","middle","quarter",4537282.25070293,291095.636954628,2,205835.698864435,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","top","half",4017598.10193323,19556.8792924454,2,13828.8019665349,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"29","top","quarter",4535740.76542852,208743.557391107,2,147603.984960255,NA,"unknown"
33690,"thymol","C10 H14 O",150.10452,168.13834,"29","top","quarter",1088221.69065318,79099.3896556751,2,55931.7148132449,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"01","bottom","quarter",1418725.78679004,349116.814554036,2,246862.866997405,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"01","middle","quarter",1037083.65741003,151699.35070518,2,107267.639585229,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"01","top","half",1268544.60600906,321201.581908349,2,227123.81669524,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"01","top","quarter",958725.255556633,79112.9432540234,2,55941.2986545465,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"08","bottom","half",1272416.86646778,309295.465753477,2,218704.921224535,NA,"unknown"
33691,"thymol","C10 H14 O",150.10451,151.11179,"25","bottom","half",668250.981355772,25507.2743696672,2,18036.3666763775,NA,"unknown"
33693,"thymol","C10 H14 O",150.10452,151.11179,"01","bottom","quarter",969841.212905613,6150.64217380218,2,4349.16078974749,NA,"unknown"
33695,"thymol","C10 H14 O",150.10452,151.11179,"29","bottom","quarter",451996.141584127,127183.79874582,2,89932.5265502345,NA,"unknown"
33697,"thymol","C10 H14 O",150.10451,151.11179,"29","bottom","quarter",519227.383745629,19005.0878433567,2,13438.6264910835,NA,"unknown"
33700,"thymol","C10 H14 O",150.10451,151.11179,"01","top","quarter",674954.992006799,32758.5260531542,2,23163.7759138615,NA,"unknown"
33700,"thymol","C10 H14 O",150.10451,151.11179,"25","bottom","half",534944.235178565,199364.553435772,2,140972.027662662,NA,"unknown"
33936,"toyocamycin","C12 H13 N5 O4",291.09692,314.08617,"04","bottom","half",407155.868565431,9168.37005639062,2,6483.0166393015,NA,"unknown"
34310,"trospectomycin","C17 H30 N2 O7",374.20714,375.21441,"25","bottom","half",403142.988294701,11224.7520545494,2,7937.09829490952,NA,"unknown"
34314,"trospectomycin","C17 H30 N2 O7",374.20696,375.21423,"11","bottom","half",339617.677265845,26648.8296857172,2,18843.568181456,NA,"unknown"
34314,"trospectomycin","C17 H30 N2 O7",374.20696,375.21423,"29","middle","quarter",308633.480032061,139025.63936231,2,98305.9723518845,NA,"unknown"
34329,"tuberin","C10 H11 N O2",177.07902,178.08629,"11","bottom","half",605629.079542604,101019.50739742,2,71431.57871284,NA,"unknown"
34329,"tuberin","C10 H11 N O2",177.07902,178.08629,"15","bottom","half",3877853.34356778,46393.7656845925,2,32805.3463203551,NA,"unknown"
34331,"tuberin","C10 H11 N O2",177.07901,178.08629,"01","bottom","quarter",649933.878875302,62221.4885020537,2,43997.236455323,NA,"unknown"
34331,"tuberin","C10 H11 N O2",177.07901,178.08629,"11","bottom","half",511103.072229843,45037.3350020496,2,31846.2049865195,NA,"unknown"
34331,"tuberin","C10 H11 N O2",177.07901,178.08629,"18","bottom","half",715067.208139973,464518.913856255,2,328464.473977168,NA,"unknown"
34335,"tuberin","C10 H11 N O2",177.07901,178.08629,"01","middle","quarter",1134577.52034817,25129.9177690775,2,17769.535265175,NA,"unknown"
34752,"xenysalate","C19 H23 N O3",313.16799,314.17527,"01","top","quarter",2685563.14532443,116440.776883241,2,82336.0629407698,NA,"unknown"
34752,"xenysalate","C19 H23 N O3",313.16799,314.17527,"25","bottom","half",190848.487560728,44765.037190652,2,31653.661357578,NA,"unknown"
34753,"xenysalate","C19 H23 N O3",313.16786,314.17513,"29","top","half",584505.044716008,76470.4934604738,2,54072.8044865825,NA,"unknown"
34754,"xenysalate","C19 H23 N O3",313.1679,314.17519,"08","bottom","half",155154.46639756,14783.4247566694,2,10453.459894602,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","bottom","half",7653296.3135369,724361.120627228,2,512200.6604234,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","bottom","quarter",15156299.6285804,1977419.51907447,2,1398246.7511882,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","middle","half",14452643.8504866,567084.908696855,2,400989.5844481,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","middle","quarter",11501214.0177878,1182579.76298808,2,836210.16970285,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","top","half",14622420.8646536,751466.273103688,2,531366.8975446,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"01","top","quarter",14201596.5617234,1230962.30833483,2,870421.795608601,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"04","bottom","half",5881959.05267301,474685.807871497,2,335653.55367895,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"08","bottom","half",12021818.493978,1109808.6175972,2,784753.19932225,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"11","bottom","half",12927393.1109532,414070.607597109,2,292792.13452195,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"15","bottom","half",8810365.8435115,2545755.73165137,2,1800121.1410952,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"18","bottom","half",8907236.12406798,1016897.13225045,2,719054.85798345,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"22","bottom","half",5679789.86303627,456062.981816516,2,322485.227090615,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"25","bottom","half",15531192.870458,273947.061740588,2,193709.8250429,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","bottom","half",9774538.17438927,193589.56613022,2,136888.49497764,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","bottom","quarter",26262635.0533506,782051.447754481,2,552993.88194395,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","middle","half",10443519.5820656,547327.322588635,2,387018.861331101,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","middle","quarter",5997760.10979334,12869.8301134933,2,9100.34414596995,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","top","half",8503331.28512125,950050.8728038,2,671787.414631765,NA,"unknown"
34779,"xibornol","C18 H26 O",258.19848,259.20576,"29","top","quarter",13812529.055481,2296377.9732517,2,1623784.4370537,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"01","bottom","quarter",3452619.1493489,428302.034461824,2,302855.27296395,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"01","middle","quarter",3093906.14273051,63593.5454622329,2,44967.4272360399,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"01","top","half",3813934.88118766,631273.549739926,2,446377.807804805,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"01","top","quarter",3617438.76727,994142.69448674,2,702965.04073864,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"08","bottom","half",3488949.63040805,318300.86213436,2,225072.69807273,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"11","bottom","half",2925151.74826245,248412.146086334,2,175653.91302675,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"29","bottom","half",3048371.46638344,407015.601609034,2,287803.49194647,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"29","bottom","quarter",7226050.91513303,277740.793508305,2,196392.398501855,NA,"unknown"
34780,"xibornol","C18 H26 O",258.19846,259.20576,"29","top","quarter",3829704.84814779,591002.687630752,2,417902.00812318,NA,"unknown"
