"name.x","day","height","mean","std","n","se","name.y","class"
"daidzin","29","top",32831257.553558,19491613.391344,4,9745806.69567202,NA,"unknown"
"erythromycin","01","bottom",1394674.78277804,203765.748296295,4,101882.874148148,"erythromycin","macrolide_lincosamide"
"erythromycin","01","middle",1387835.5567678,38108.5037548961,2,26946.78142596,"erythromycin","macrolide_lincosamide"
"erythromycin","01","top",1238980.42665172,391503.017588742,6,159830.437642048,"erythromycin","macrolide_lincosamide"
"erythromycin","04","bottom",1412343.54388733,137070.258490704,2,96923.30927777,"erythromycin","macrolide_lincosamide"
"erythromycin","08","bottom",2495421.39488778,365593.686520939,2,258513.774897945,"erythromycin","macrolide_lincosamide"
"erythromycin","11","bottom",1320660.27246118,215008.181700899,2,152033.743291295,"erythromycin","macrolide_lincosamide"
"erythromycin","15","bottom",1764520.66709574,146788.394301082,2,103795.06900978,"erythromycin","macrolide_lincosamide"
"erythromycin","18","bottom",1468579.08793579,154441.550967539,2,109206.667986115,"erythromycin","macrolide_lincosamide"
"erythromycin","22","bottom",724578.37169281,115063.974236758,2,81362.516453086,"erythromycin","macrolide_lincosamide"
"erythromycin","25","bottom",722035.328967295,86613.6987475957,4,43306.8493737978,"erythromycin","macrolide_lincosamide"
"erythromycin","29","bottom",1288199.5876877,616261.510017221,8,217881.346358719,"erythromycin","macrolide_lincosamide"
"erythromycin","29","middle",1090034.35913427,371696.970160004,4,185848.485080002,"erythromycin","macrolide_lincosamide"
"erythromycin","29","top",1517693.3465007,651354.049357342,6,265914.177136849,"erythromycin","macrolide_lincosamide"
"ethacridine","18","bottom",115050.500048651,2410.79897039309,2,1704.6923000425,NA,"unknown"
"ethacridine","22","bottom",501252.514963657,37348.9623507438,2,26409.704548492,NA,"unknown"
"ethacridine","29","bottom",1064109.20561589,55572.5503160506,2,39295.72717631,NA,"unknown"
"ethacridine","29","middle",981091.521072753,321749.536977574,4,160874.768488787,NA,"unknown"
"ethacridine","29","top",868241.407673697,25930.3537336453,2,18335.5289636265,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","01","bottom",1058917.52103201,43251.1276932207,4,21625.5638466104,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","01","middle",1199249.64917869,63521.3149566942,2,44916.352555765,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","01","top",1381001.00736792,546641.259449611,4,273320.629724805,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","04","bottom",1159734.94497753,100232.820306417,2,70875.30693612,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","08","bottom",1993983.62049986,190439.2492823,2,134660.88457159,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","11","bottom",2290208.21034366,47836.6393213052,2,33825.61205327,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","15","bottom",2397343.67585112,88161.1527728071,2,62339.3489628751,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","18","bottom",1529578.34723303,32625.1171512015,2,23069.4415746201,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","22","bottom",1228338.79185602,78134.7818379203,2,55249.6340841249,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","29","bottom",1776488.53524858,81463.0606807931,2,57603.0826236,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","29","middle",1722335.93571239,10617.3392294966,2,7507.592567335,NA,"unknown"
"ethyl 1 2 chlorophenyl 3 5 dimethyl 1h pyrazole 4 carboxylate","29","top",6800461.52728073,106675.08453009,2,75430.6756548746,NA,"unknown"
"fleroxacin","01","top",155864.200191984,30470.6423521977,2,21545.997834349,"fleroxacin","quinolone"
"flumethasone","01","top",508043.45418043,319444.26344899,2,225881.204895922,NA,"unknown"
"fomecin a","01","middle",156784.715923804,24404.9288499339,2,17256.8906841635,NA,"unknown"
"formylsulfamethine","01","bottom",4351621.51043589,894070.41039487,4,447035.205197435,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","01","middle",2362731.00995982,847981.986536988,4,423990.993268494,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","01","top",2141721.60205638,154116.906662753,4,77058.4533313767,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","04","bottom",3905837.0321815,648494.068760918,2,458554.5535801,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","08","bottom",4210590.16188269,127743.712394698,2,90328.4452882351,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","11","bottom",1780662.21629955,70929.0090885345,2,50154.383309345,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","15","bottom",2102656.57146967,546318.479667056,2,386305.5016601,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","25","bottom",125283.971716917,9169.19264727149,2,6483.5982988915,"sulf","sulfonamide_trimethoprim"
"formylsulfamethine","29","top",3275304.6173561,1779743.26949018,4,889871.634745089,"sulf","sulfonamide_trimethoprim"
"fortimicin b","01","bottom",291472.018122016,57226.8609051615,2,40465.501412059,NA,"unknown"
"fusaric acid","01","bottom",123116.360862686,10987.6220865513,2,7769.4220865155,NA,"unknown"
"fusaric acid","01","middle",149107.158744728,17215.1600722382,2,12172.9564262915,NA,"unknown"
"fusaric acid","15","bottom",1169339.8672083,40050.5964469723,2,28320.04833822,NA,"unknown"
"fusaric acid","29","middle",878941.799145913,83103.6254457171,2,58763.1370938535,NA,"unknown"
"fusaric acid","29","top",209150.404330736,23312.70992169,4,11656.354960845,NA,"unknown"
"gliorosein","01","top",193124.274341635,13678.7584789775,2,9672.34287869799,NA,"unknown"
"gliorosein","04","bottom",404842.161626165,8930.76030543044,2,6315.0011731215,NA,"unknown"
"gliorosein","29","top",323866.539097216,86266.2631996606,2,60999.4596961035,NA,"unknown"
"griseofulvin","11","bottom",354860.695457444,60099.1984410522,2,42496.550761544,"griseofulvin","antifungal"
"griseofulvin","29","top",211026.972874811,68963.4533388876,2,48764.5255099695,"griseofulvin","antifungal"
"guamecycline","01","bottom",318768.937496844,36435.0473127546,2,25763.4690277015,"guamecycline","tetracycline"
"guamecycline","01","middle",260580.234511828,26240.9630772355,4,13120.4815386177,"guamecycline","tetracycline"
"guamecycline","01","top",246801.079996033,43221.4824600998,2,30562.203340472,"guamecycline","tetracycline"
"guamecycline","04","bottom",643761.727162224,46376.8320022178,2,32793.3723987175,"guamecycline","tetracycline"
"guamecycline","15","bottom",434903.665439598,74861.930969212,2,52935.379041049,"guamecycline","tetracycline"
"guamecycline","18","bottom",289613.764423377,18861.1644978115,2,13336.8573174775,"guamecycline","tetracycline"
"guamecycline","29","bottom",337930.889744876,41668.5755198617,2,29464.132312478,"guamecycline","tetracycline"
"guamecycline","29","middle",371429.823849699,31446.8020633445,2,22236.246985622,"guamecycline","tetracycline"
"honokiol","29","middle",1974950.53069641,300152.628285546,2,212239.958851675,NA,"unknown"
"itraconazole","08","bottom",184088.304826529,10924.7187885814,2,7724.942737962,"itraconazole","antifungal"
"k 252a","01","bottom",719693.480631273,19884.0983775464,2,14060.1808005435,NA,"unknown"
"kalamycin","01","middle",183946.515921757,15288.7114177108,2,10810.7515190675,NA,"unknown"
"kalamycin","04","bottom",141921.794358073,4109.4438148386,2,2905.81558837749,NA,"unknown"
"kalamycin","29","bottom",179139.808081808,2460.58414524876,2,1739.8957347855,NA,"unknown"
"kalamycin","29","middle",204391.369297809,28262.9701123742,2,19984.9378229325,NA,"unknown"
"kalamycin","29","top",268816.186555523,73406.7781464562,6,29968.1916867508,NA,"unknown"
"ketoconazole","08","bottom",235664.272196062,6822.61499935009,2,4824.3173314655,"ketoconazole","antifungal"
"ketoconazole","22","bottom",1719875.94301652,996190.967658473,2,704413.388588095,"ketoconazole","antifungal"
"ketoconazole","29","middle",3674066.68049819,117198.854576452,2,82872.104818305,"ketoconazole","antifungal"
"ketoconazole","29","top",3039763.11415861,487991.40780268,2,345062.033618045,"ketoconazole","antifungal"
"leucomycin a1","29","bottom",1131559.84585595,52780.1329500247,2,37321.18992089,NA,"unknown"
"leucomycin a1","29","top",4362167.93476699,179235.316907913,2,126738.508013705,NA,"unknown"
"levofloxacin","01","bottom",1803896.89910797,219439.700805123,4,109719.850402562,"floxacin","quinolone"
"levofloxacin","01","bottom",1803896.89910797,219439.700805123,4,109719.850402562,"levofloxacin","quinolone"
"levofloxacin","01","bottom",1803896.89910797,219439.700805123,4,109719.850402562,"ofloxacin","quinolone"
"levofloxacin","01","middle",1085549.54988764,80717.4343303949,4,40358.7171651974,"floxacin","quinolone"
"levofloxacin","01","middle",1085549.54988764,80717.4343303949,4,40358.7171651974,"levofloxacin","quinolone"
"levofloxacin","01","middle",1085549.54988764,80717.4343303949,4,40358.7171651974,"ofloxacin","quinolone"
"levofloxacin","01","top",1641222.8904631,296317.132017349,4,148158.566008675,"floxacin","quinolone"
"levofloxacin","01","top",1641222.8904631,296317.132017349,4,148158.566008675,"levofloxacin","quinolone"
"levofloxacin","01","top",1641222.8904631,296317.132017349,4,148158.566008675,"ofloxacin","quinolone"
"levofloxacin","08","bottom",1815050.86110553,180027.569163781,2,127298.71495624,"floxacin","quinolone"
"levofloxacin","08","bottom",1815050.86110553,180027.569163781,2,127298.71495624,"levofloxacin","quinolone"
"levofloxacin","08","bottom",1815050.86110553,180027.569163781,2,127298.71495624,"ofloxacin","quinolone"
"levofloxacin","11","bottom",1506927.09643511,71908.2146825301,2,50846.7862250351,"floxacin","quinolone"
"levofloxacin","11","bottom",1506927.09643511,71908.2146825301,2,50846.7862250351,"levofloxacin","quinolone"
"levofloxacin","11","bottom",1506927.09643511,71908.2146825301,2,50846.7862250351,"ofloxacin","quinolone"
"levofloxacin","15","bottom",1422414.96179762,139194.688014254,2,98425.5078000249,"floxacin","quinolone"
"levofloxacin","15","bottom",1422414.96179762,139194.688014254,2,98425.5078000249,"levofloxacin","quinolone"
"levofloxacin","15","bottom",1422414.96179762,139194.688014254,2,98425.5078000249,"ofloxacin","quinolone"
"levofloxacin","18","bottom",1510033.41141733,208405.521445286,2,147364.95745068,"floxacin","quinolone"
"levofloxacin","18","bottom",1510033.41141733,208405.521445286,2,147364.95745068,"levofloxacin","quinolone"
"levofloxacin","18","bottom",1510033.41141733,208405.521445286,2,147364.95745068,"ofloxacin","quinolone"
"levofloxacin","22","bottom",431821.242310498,109089.387413844,2,77137.8455958155,"floxacin","quinolone"
"levofloxacin","22","bottom",431821.242310498,109089.387413844,2,77137.8455958155,"levofloxacin","quinolone"
"levofloxacin","22","bottom",431821.242310498,109089.387413844,2,77137.8455958155,"ofloxacin","quinolone"
"levofloxacin","25","bottom",933549.699359888,25192.0640233586,2,17813.4793030025,"floxacin","quinolone"
"levofloxacin","25","bottom",933549.699359888,25192.0640233586,2,17813.4793030025,"levofloxacin","quinolone"
"levofloxacin","25","bottom",933549.699359888,25192.0640233586,2,17813.4793030025,"ofloxacin","quinolone"
"levofloxacin","29","bottom",707721.530036375,2529.81833593256,2,1788.85170050798,"floxacin","quinolone"
"levofloxacin","29","bottom",707721.530036375,2529.81833593256,2,1788.85170050798,"levofloxacin","quinolone"
"levofloxacin","29","bottom",707721.530036375,2529.81833593256,2,1788.85170050798,"ofloxacin","quinolone"
"levofloxacin","29","middle",1207950.24676052,220488.820888332,4,110244.410444166,"floxacin","quinolone"
"levofloxacin","29","middle",1207950.24676052,220488.820888332,4,110244.410444166,"levofloxacin","quinolone"
"levofloxacin","29","middle",1207950.24676052,220488.820888332,4,110244.410444166,"ofloxacin","quinolone"
"levofloxacin","29","top",1605014.59870244,702352.309843747,4,351176.154921873,"floxacin","quinolone"
"levofloxacin","29","top",1605014.59870244,702352.309843747,4,351176.154921873,"levofloxacin","quinolone"
"levofloxacin","29","top",1605014.59870244,702352.309843747,4,351176.154921873,"ofloxacin","quinolone"
"marbofloxacin","01","middle",802645.146934603,126964.286012359,2,89777.3076078475,"floxacin","quinolone"
"marbofloxacin","01","middle",802645.146934603,126964.286012359,2,89777.3076078475,"marbofloxacin","quinolone"
"marbofloxacin","01","middle",802645.146934603,126964.286012359,2,89777.3076078475,"ofloxacin","quinolone"
"marbofloxacin","22","bottom",537498.876238551,441289.546324929,4,220644.773162464,"floxacin","quinolone"
"marbofloxacin","22","bottom",537498.876238551,441289.546324929,4,220644.773162464,"marbofloxacin","quinolone"
"marbofloxacin","22","bottom",537498.876238551,441289.546324929,4,220644.773162464,"ofloxacin","quinolone"
"marbofloxacin","25","bottom",1073949.33920585,137765.331917531,2,97414.8004113019,"floxacin","quinolone"
"marbofloxacin","25","bottom",1073949.33920585,137765.331917531,2,97414.8004113019,"marbofloxacin","quinolone"
"marbofloxacin","25","bottom",1073949.33920585,137765.331917531,2,97414.8004113019,"ofloxacin","quinolone"
"marbofloxacin","29","bottom",303562.075981301,186276.286882372,4,93138.1434411861,"floxacin","quinolone"
"marbofloxacin","29","bottom",303562.075981301,186276.286882372,4,93138.1434411861,"marbofloxacin","quinolone"
"marbofloxacin","29","bottom",303562.075981301,186276.286882372,4,93138.1434411861,"ofloxacin","quinolone"
"marbofloxacin","29","middle",771791.789294396,396729.86156431,2,280530.375411324,"floxacin","quinolone"
"marbofloxacin","29","middle",771791.789294396,396729.86156431,2,280530.375411324,"marbofloxacin","quinolone"
"marbofloxacin","29","middle",771791.789294396,396729.86156431,2,280530.375411324,"ofloxacin","quinolone"
"marbofloxacin","29","top",674003.442641726,408328.80617463,4,204164.403087315,"floxacin","quinolone"
"marbofloxacin","29","top",674003.442641726,408328.80617463,4,204164.403087315,"marbofloxacin","quinolone"
"marbofloxacin","29","top",674003.442641726,408328.80617463,4,204164.403087315,"ofloxacin","quinolone"
"metacycline","29","bottom",2194140.55323781,598148.620741507,2,422954.9458837,"metacycline","tetracycline"
"mevastatin","01","top",635247.389532561,17717.3522981304,2,12528.059954679,NA,"unknown"
"mevastatin","15","bottom",720752.896706539,283022.539206193,2,200127.156701335,NA,"unknown"
"miconazole","22","bottom",1283174.37805239,110893.934737592,2,78413.85324541,"miconazole","antifungal"
"miconazole","29","middle",3237467.12578776,170127.280104019,2,120298.153426375,"miconazole","antifungal"
"milbemycin a3","01","middle",686863.424608851,55994.473619639,2,39594.072005418,NA,"unknown"
"mucidin","25","bottom",321636.357061461,17413.4429353331,2,12313.163583379,NA,"unknown"
"mupirocin","01","bottom",3965728.38214761,1214195.87080928,4,607097.935404642,"mupirocin","other"
"mupirocin","01","middle",2929840.03349259,935001.338698367,4,467500.669349183,"mupirocin","other"
"mupirocin","01","top",5211407.71508731,993821.746465132,4,496910.873232566,"mupirocin","other"
"mupirocin","04","bottom",2587759.06592124,80897.3198750851,2,57203.04346349,"mupirocin","other"
"mupirocin","08","bottom",4015860.48922045,635599.339763573,2,449436.603264515,"mupirocin","other"
"mupirocin","11","bottom",5327602.71172981,794489.262066177,2,561788.74478689,"mupirocin","other"
"mupirocin","15","bottom",2763456.03607864,969677.253839812,2,685665.36175248,"mupirocin","other"
"mupirocin","18","bottom",3352569.2628227,132437.875047466,2,93647.7195320001,"mupirocin","other"
"mupirocin","22","bottom",1884772.41735308,495095.25081934,2,350085.20918761,"mupirocin","other"
"mupirocin","29","bottom",4940438.43236062,2229862.59716281,4,1114931.2985814,"mupirocin","other"
"mupirocin","29","middle",1773346.24641386,191791.470505332,2,135617.04936806,"mupirocin","other"
"mupirocin","29","top",2875391.48381138,404302.021627733,2,285884.7011404,"mupirocin","other"
"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","15","bottom",305355.329968595,42370.1862323746,2,29960.246005049,NA,"unknown"
"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","29","bottom",397399.819001492,8279.42867457946,2,5854.44016014549,NA,"unknown"
"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","29","middle",135248.337829145,19860.0020336294,2,14043.142112358,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","01","bottom",263117.62440234,16108.2352727156,2,11390.2423942855,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","01","middle",242023.918657289,19045.7824409869,2,13467.4019170255,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","01","top",282298.447833465,25609.9131003717,2,18108.943218871,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","04","bottom",241326.138889327,18546.3867713308,2,13114.2758525165,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","08","bottom",189827.336610937,50406.1686661351,2,35642.543677457,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","11","bottom",157439.131310378,23483.9756018916,2,16605.678397317,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","15","bottom",221643.681171064,13917.3406599714,2,9841.045956749,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","18","bottom",162845.237539233,14224.9269032004,2,10058.542275136,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","29","bottom",256437.681650302,4433.14841324581,2,3134.7093050125,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","29","middle",277705.316205949,33937.0260270666,4,16968.5130135333,NA,"unknown"
"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","29","top",244997.561273042,85724.9172462337,2,60616.6703014675,NA,"unknown"
"n methyl 1 deoxynojirimycin","04","bottom",174840.312022199,26884.2842060099,2,19010.059669416,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","01","bottom",1515659.55738161,346205.769390629,4,173102.884695315,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","01","top",1131483.44252919,249433.016474266,2,176375.77740077,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","04","bottom",2559548.98354028,276623.950782366,2,195602.671436825,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","08","bottom",2377220.09782295,489531.812339223,2,346151.264111605,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","11","bottom",1007274.94056884,347297.439066818,2,245576.374252869,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","15","bottom",2076632.08582124,217480.342202834,2,153781.824746395,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","18","bottom",1944416.11013655,222769.380415259,2,157521.739532355,NA,"unknown"
"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","29","top",2454186.00701393,318002.878983864,2,224861.992166335,NA,"unknown"
"n4 acetylsulfamethazine","01","middle",523149.543827328,18838.2011691785,2,13320.6197920825,"sulf","sulfonamide_trimethoprim"
"n4 acetylsulfamethazine","15","bottom",195580.710478953,7515.23900446452,2,5314.0764622945,"sulf","sulfonamide_trimethoprim"
"n4 acetylsulfamethazine","25","bottom",679371.21622721,1282.6845612066,2,906.994951352477,"sulf","sulfonamide_trimethoprim"
"n4 acetylsulfamethazine","29","bottom",516689.758037599,264567.164527476,4,132283.582263738,"sulf","sulfonamide_trimethoprim"
"n4 acetylsulfamethazine","29","top",264055.675066248,28709.4582079935,2,20300.652583064,"sulf","sulfonamide_trimethoprim"
"nanafrocin","04","bottom",340357.628205479,3750.12415418118,2,2651.73821971298,NA,"unknown"
"nanafrocin","15","bottom",278057.046322859,90677.4022294355,2,64118.606016814,NA,"unknown"
"nanafrocin","25","bottom",127382.955291865,27591.2895043499,2,19509.987910207,NA,"unknown"
"nanafrocin","29","bottom",1962912.43549571,829366.414963688,2,586450.6161092,NA,"unknown"
"netilmicin","01","bottom",512539.684040743,193510.176975323,2,136832.35836786,"netilmicin","aminoglycoside"
"netilmicin","08","bottom",195839.65932532,1510.0627548342,2,1067.7756139605,"netilmicin","aminoglycoside"
"netilmicin","15","bottom",109417.623669778,13057.3820467063,2,9232.96338976949,"netilmicin","aminoglycoside"
"netilmicin","29","top",217418.504711359,57444.4176100101,4,28722.208805005,"netilmicin","aminoglycoside"
"nicarbazin","01","bottom",305475.923608322,45390.2510364654,4,22695.1255182327,NA,"unknown"
"nicarbazin","01","middle",285105.680858609,14298.1765686747,2,10110.3376103125,NA,"unknown"
"nicarbazin","01","top",230036.077904487,62003.2132918718,6,25312.705829673,NA,"unknown"
"nicarbazin","04","bottom",145356.126231465,17724.337582467,2,12532.999296602,NA,"unknown"
"nicarbazin","11","bottom",457507.027360349,166195.170765426,4,83097.5853827128,NA,"unknown"
"nicarbazin","15","bottom",397460.591791031,244733.991585194,6,99912.2336830529,NA,"unknown"
"oxacillin","01","bottom",170611.175991212,13235.2869891926,4,6617.64349459628,"cillin","beta-lactam"
"oxacillin","01","middle",174556.577375873,31641.4455671078,4,15820.7227835539,"cillin","beta-lactam"
"oxacillin","01","top",175517.803280708,37216.8077395562,4,18608.4038697781,"cillin","beta-lactam"
"oxacillin","08","bottom",140226.429750548,32573.5858902759,2,23033.0034705765,"cillin","beta-lactam"
"oxacillin","11","bottom",120787.795537247,242.650581279364,2,171.579871481495,"cillin","beta-lactam"
"oxacillin","15","bottom",167818.782536387,17959.4647452627,2,12699.259307856,"cillin","beta-lactam"
"oxacillin","25","bottom",162426.255266285,19816.078516767,2,14012.083495731,"cillin","beta-lactam"
"oxacillin","29","bottom",130431.358715746,16033.5985616371,2,11337.4662697565,"cillin","beta-lactam"
"oxacillin","29","middle",169463.687773954,15928.3398206467,2,11263.037100223,"cillin","beta-lactam"
"oxacillin","29","top",128101.307479504,1680.0793864443,2,1187.9955270865,"cillin","beta-lactam"
"pefloxacin","01","bottom",1510490.06841618,89942.0922073489,4,44971.0461036745,"floxacin","quinolone"
"pefloxacin","01","middle",1418976.54417431,41422.3162366729,2,29290.000703405,"floxacin","quinolone"
"pefloxacin","01","top",1612569.09691426,175143.557211825,4,87571.7786059124,"floxacin","quinolone"
"pefloxacin","08","bottom",1419431.55880344,78825.8072592579,2,55738.2628455251,"floxacin","quinolone"
"pefloxacin","11","bottom",1452828.36742625,19867.0052971094,2,14048.0941674551,"floxacin","quinolone"
"pefloxacin","15","bottom",1786745.201874,30494.6175468813,2,21562.9508570901,"floxacin","quinolone"
"pefloxacin","18","bottom",1202822.42648855,40492.2582807139,2,28632.3504158499,"floxacin","quinolone"
"pefloxacin","22","bottom",296351.840649945,202943.104277328,4,101471.552138664,"floxacin","quinolone"
"pefloxacin","29","bottom",774583.797011914,572081.218109366,4,286040.609054683,"floxacin","quinolone"
"pefloxacin","29","middle",1363757.38863166,223484.115508299,4,111742.057754149,"floxacin","quinolone"
"pefloxacin","29","top",572450.633555715,7938.7596774638,2,5613.55080214498,"floxacin","quinolone"
"penicillin bt","29","bottom",143810.066591396,12119.0076142223,2,8569.43246526801,"cillin","beta-lactam"
"pirlimycin","01","bottom",1036723.5566799,306571.19061091,6,125157.164472375,NA,"unknown"
"pirlimycin","01","middle",944957.595675872,315877.887251466,10,99889.3586196498,NA,"unknown"
"pirlimycin","01","top",1081299.53075952,308462.532620157,10,97544.4175903683,NA,"unknown"
"pirlimycin","08","bottom",1430361.37971699,356293.590627083,4,178146.795313541,NA,"unknown"
"pirlimycin","11","bottom",958022.614051314,222368.230515396,4,111184.115257698,NA,"unknown"
"pirlimycin","15","bottom",907668.736500763,174917.865727538,4,87458.932863769,NA,"unknown"
"pirlimycin","18","bottom",985541.497130243,230305.770992893,4,115152.885496447,NA,"unknown"
"pirlimycin","22","bottom",840734.608700239,205610.604856594,6,83940.1779339455,NA,"unknown"
"pirlimycin","25","bottom",1293163.74862443,225195.914150568,2,159237.55799137,NA,"unknown"
"pirlimycin","29","bottom",1830033.80811312,762692.276185802,14,203838.084930431,NA,"unknown"
"pirlimycin","29","middle",1227625.32180122,113226.339531771,6,46224.4595493266,NA,"unknown"
"pirlimycin","29","top",1525497.5013639,1096905.25527092,10,346871.898406452,NA,"unknown"
"piromidic acid","01","bottom",549884.888137712,39392.2542886168,4,19696.1271443084,NA,"unknown"
"piromidic acid","01","middle",680229.150686189,102868.500941779,2,72739.0145864265,NA,"unknown"
"piromidic acid","01","top",870628.802342962,551467.001382853,4,275733.500691427,NA,"unknown"
"piromidic acid","04","bottom",1027670.34474989,159324.125041921,2,112659.169223756,NA,"unknown"
"piromidic acid","08","bottom",996779.032907691,70556.7588924123,2,49891.162671369,NA,"unknown"
"piromidic acid","11","bottom",935978.752057598,89920.0595935215,2,63583.0839032775,NA,"unknown"
"piromidic acid","15","bottom",797929.395784869,26494.0236813153,2,18734.103805975,NA,"unknown"
"piromidic acid","18","bottom",800722.081137706,65570.4718865686,2,46365.3253165945,NA,"unknown"
"piromidic acid","22","bottom",388666.475153037,21449.874474475,2,15167.3516965015,NA,"unknown"
"piromidic acid","29","middle",744276.90601197,338.003214496045,2,239.004365033004,NA,"unknown"
"piromidic acid","29","top",625060.662960252,43074.8670124738,4,21537.4335062369,NA,"unknown"
"pleuromutilin","29","top",177468.159607171,60852.6426429201,2,43029.3162659305,NA,"unknown"
"quindoxin","01","bottom",623278.293798712,44929.0435363794,2,31769.6313567995,NA,"unknown"
"quindoxin","01","top",516373.580647362,29665.9392049854,2,20976.986782113,NA,"unknown"
"quindoxin","04","bottom",889928.056965016,155927.064225532,2,110257.084484384,NA,"unknown"
"quindoxin","29","top",623690.553753731,169717.216843993,10,53669.2963371711,NA,"unknown"
"r flecainide","08","bottom",2589401.2111018,225041.922456891,2,159128.669420525,NA,"unknown"
"r flecainide","11","bottom",2372277.61143931,53588.8064800755,2,37893.008457755,NA,"unknown"
"r flecainide","15","bottom",2877084.80424292,148064.169574063,2,104697.178356575,NA,"unknown"
"r flecainide","18","bottom",1896354.41076266,143819.43758778,2,101695.699584755,NA,"unknown"
"r flecainide","22","bottom",1115535.73216701,163197.301747133,2,115397.918736745,NA,"unknown"
"r flecainide","29","bottom",2031322.86992623,86080.1253953212,2,60867.8403924199,NA,"unknown"
