"","peak_number","name","formula","calc_mw","m_z","std","n","se","01-bottom-half","01-middle-half","01-bottom-quarter","01-top-quarter","29-middle-half","01-middle-quarter","01-top-half","04-bottom-half","08-bottom-half","15-bottom-half","18-bottom-half","25-bottom-half","29-bottom-quarter","29-top-half","11-bottom-half","22-bottom-half","29-top-quarter","29-bottom-half","29-middle-quarter"
"92",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,49618.4603708514,2,35085.549800265,NA,NA,NA,NA,NA,NA,1568571.83881996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,69035.7924279991,2,48815.6769704251,NA,NA,NA,1137922.4344363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,83199.3056373821,2,58830.793206205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092730.59789295,NA
"95",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,57329.2077776933,2,40537.8715796595,NA,NA,NA,NA,876855.080123021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,83942.8188424638,2,59356.53643542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194784.09492026
"97",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,16202.1741439042,2,11456.66720712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101853.76551722,NA,NA,NA,NA,NA
"98",14607,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.0601,80970.8630295501,2,57255.046326722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910692.809538738,NA,NA
"99",14608,"8-Hydroxyquinoline","C9 H7 N O",145.05282,146.06009,502631.601826352,2,355414.21409007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2275356.29648141,NA,NA
"100",14609,"8-Hydroxyquinoline","C9 H7 N O",145.05283,146.06011,189939.128536021,2,134307.245800484,NA,NA,630708.803726478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",14609,"8-Hydroxyquinoline","C9 H7 N O",145.05283,146.06011,218502.002302409,2,154504.247530872,NA,NA,NA,NA,NA,NA,NA,980653.155450958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",14609,"8-Hydroxyquinoline","C9 H7 N O",145.05283,146.06011,91026.0627885533,2,64365.1462624985,NA,NA,NA,NA,NA,NA,NA,NA,491914.153280009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",14609,"8-Hydroxyquinoline","C9 H7 N O",145.05283,146.06011,82081.5613293819,2,58040.4286263855,NA,NA,NA,NA,1030328.65471785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",14609,"8-Hydroxyquinoline","C9 H7 N O",145.05283,146.06011,106811.203344803,2,75526.9261918055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953651.748198655,NA,NA,NA,NA,NA
"105",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,123057.029229834,2,87014.459841087,NA,NA,647271.391701572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,1945.97517704405,2,1376.01224370854,NA,NA,NA,NA,NA,564168.072141716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,22415.7686265731,2,15850.3420013585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347661.332876812,NA,NA,NA,NA
"108",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,17270.871705172,2,12212.35049973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408901.722817213,NA,NA,NA,NA,NA,NA,NA,NA
"109",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,13190.2777762958,2,9326.93486135299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453352.011662096,NA
"110",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,5192.52153038446,2,3671.667185592,NA,NA,NA,NA,382921.158530475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",14610,"8-Hydroxyquinoline","C9 H7 N O",145.05284,146.06012,2288.43211388126,2,1618.1658660105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333481.805000908,NA,NA
"112",15182,"Acetomycin","C10 H14 O5",214.08416,215.09144,44742.0997993279,2,31637.44217263,NA,NA,NA,NA,NA,NA,NA,1567030.9755187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",15182,"Acetomycin","C10 H14 O5",214.08416,215.09144,1727.48825182425,2,1221.51865728502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204405.29736067,NA,NA,NA,NA,NA
"114",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,70424.6877308244,2,49797.774257411,225047.411388762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,79740.7841459833,2,56385.2492067575,NA,NA,226848.168028991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,49500.2322271286,2,35001.9498781115,NA,240400.712500975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,826.917437003404,2,584.718927186506,NA,NA,NA,NA,NA,263482.951596976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,61267.7803587485,2,43322.862959919,NA,NA,NA,NA,NA,NA,338720.752222835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,64228.9622128496,2,45416.7347292805,NA,NA,NA,411658.938067639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,11784.9374854879,2,8333.209211848,NA,NA,NA,NA,NA,NA,NA,218439.115651328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,22846.1660045686,2,16154.678905944,NA,NA,NA,NA,NA,NA,NA,NA,297608.050354443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,9151.53209037293,2,6471.110399349,NA,NA,NA,NA,NA,NA,NA,NA,NA,161938.379383111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,11463.0837835808,2,8105.6242766795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138284.422800061,NA,NA,NA
"124",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,46997.9402142258,2,33232.562227279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436396.948790696,NA
"125",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,10370.8294381947,2,7333.28382227651,NA,NA,NA,NA,294965.837706128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,215078.72767216,2,152083.626825959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630451.451700831
"127",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,2484.88667205054,2,1757.08021628701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161979.357469505,NA,NA,NA,NA,NA
"128",15211,"Acetyl sulfamethoxypyrazine","C13 H14 N4 O4 S",322.07516,323.08244,110471.112626028,2,78114.872863087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753362.521244862,NA,NA
"129",15274,"Acycloguanosine/Aciclovir","C8 H11 N5 O3",225.08727,226.09454,63819.7374923747,2,45127.3691544035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731493.942443996,NA,NA,NA,NA,NA,NA
"130",15443,"Agroclavine","C16 H18 N2",238.14707,239.15434,10080.2141238794,2,7127.78776280751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187252.08271878
"131",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,17128.6976837734,2,12111.8182850905,NA,NA,798410.473022528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,12707.5475412332,2,8985.59303865646,NA,627860.041718428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,18142.2310510491,2,12828.49460205,NA,NA,NA,NA,NA,NA,765182.65028546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,73166.8656680219,2,51736.7868720235,NA,NA,NA,866549.222330816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,17101.4834989134,2,12092.5749504315,NA,NA,NA,NA,NA,NA,NA,NA,400091.010088391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,30514.875171347,2,21577.2751607205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619996.587015992,NA,NA,NA,NA
"137",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,23232.2670773752,2,16427.693592749,NA,NA,NA,NA,NA,NA,NA,NA,NA,422183.558293534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,13652.7265888433,2,9653.935552657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472471.771092922,NA,NA,NA,NA,NA,NA,NA,NA
"139",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,13624.3071530372,2,9633.83997688099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492809.948777058,NA
"140",15501,"Alafosfalin","C5 H13 N2 O4 P",196.06128,197.06856,15569.253546694,2,11009.12476088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437050.643262205,NA,NA,NA,NA,NA
"141",15810,"Amastatin","C21 H38 N4 O8",474.26743,492.30124,676311.59631985,2,478224.515952865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481146.87226642
"142",15891,"Amicycline","C21 H23 N3 O7",429.15228,430.15956,32845.357235953,2,23225.174832037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164155.106125062,NA,NA,NA,NA,NA
"143",16267,"Anisomycin","C14 H19 N O4",265.13151,266.13879,39096.5233417959,2,27645.416775802,NA,NA,NA,NA,160880.664777626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",16268,"Anisomycin","C14 H19 N O4",265.13151,266.13878,17429.1672724429,2,12324.282368779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156904.676580839,NA,NA,NA,NA,NA
"145",16306,"Aphidicolin","C20 H34 O4",338.24577,361.23502,1057.70262687916,2,747.908699945081,NA,NA,NA,NA,NA,NA,NA,NA,1680681.58698156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",16401,"Arbekacin?","C22 H44 N6 O10",552.31458,553.32185,14981.1708221701,2,10593.2874784705,NA,NA,200492.654758088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",16401,"Arbekacin?","C22 H44 N6 O10",552.31458,553.32185,5820.3998702704,2,4115.6442174855,NA,NA,NA,NA,NA,NA,NA,NA,250242.467396016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",16401,"Arbekacin?","C22 H44 N6 O10",552.31458,553.32185,6691.76506132908,2,4731.79245297301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154305.56026709,NA,NA,NA,NA
"149",16401,"Arbekacin?","C22 H44 N6 O10",552.31458,553.32185,8695.99874438736,2,6148.999681346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152436.550323987,NA,NA,NA,NA,NA,NA,NA,NA
"150",16401,"Arbekacin?","C22 H44 N6 O10",552.31458,553.32185,5909.05194673374,2,4178.330701919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253124.007685601,NA
"151",16541,"Astromicin","C17 H35 N5 O6",405.26031,406.26759,3906.24928081732,2,2762.135355471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129316.925278806,NA,NA,NA,NA,NA,NA,NA
"152",16541,"Astromicin","C17 H35 N5 O6",405.26031,406.26759,24845.1366428293,2,17568.164599651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146172.168934858,NA,NA,NA,NA,NA,NA
"153",16541,"Astromicin","C17 H35 N5 O6",405.26031,406.26759,96026.5115281697,2,67900.997475257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234054.386654036,NA,NA
"154",16671,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08084,18409.9433135074,2,13017.795758241,NA,NA,NA,NA,NA,NA,NA,210620.959649782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",16671,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08084,171419.071402059,2,121211.587813097,NA,NA,NA,NA,NA,NA,NA,NA,788945.065824191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",16671,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08084,56459.5794784671,2,39922.9515121649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779005.90325789,NA
"157",16671,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08084,442631.408761915,2,312987.670701705,NA,NA,NA,NA,1494769.91102037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",16672,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08085,442385.004034418,2,312813.436247975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476791.63249514,NA,NA
"159",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,157666.979577661,2,111487.390428565,NA,NA,NA,NA,NA,1194202.5933847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,231483.578464181,2,163683.608065351,NA,NA,NA,NA,NA,NA,NA,NA,731626.610821306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,26982.2508455071,2,19079.3325445345,NA,NA,NA,NA,NA,NA,NA,NA,NA,339800.202814766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,11605.1818794417,2,8206.10280385648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658496.477511392,NA,NA,NA,NA,NA,NA,NA
"163",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,142652.663942744,2,100870.66602824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471967.43683289,NA
"164",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,203034.621465523,2,143567.157653915,NA,NA,NA,NA,1167282.38212359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,63832.2747320639,2,45136.2343216051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274043.56926558
"166",16673,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,220615.005351773,2,155998.366315745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474398.20568675,NA,NA
"167",16674,"Aurantiogliocladin","C10 H12 O4",196.07357,197.08084,604853.545177871,2,427696.043419996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629036.142924194,NA,NA,NA,NA,NA,NA,NA
"168",16677,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08087,161686.296986343,2,114329.477023985,NA,NA,NA,NA,471597.89750579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",16678,"Aurantiogliocladin","C10 H12 O4",196.07359,197.08086,96102.8024448959,2,67954.943299817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897780.533524505,NA,NA,NA,NA,NA,NA,NA
"170",16685,"Aurantiogliocladin","C10 H12 O4",196.0736,197.08087,16149.8617895177,2,11419.6767865935,NA,NA,NA,NA,NA,NA,NA,252724.505333289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",16685,"Aurantiogliocladin","C10 H12 O4",196.0736,197.08087,36910.9429387092,2,26099.978051951,NA,NA,NA,NA,366760.584516634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",16685,"Aurantiogliocladin","C10 H12 O4",196.0736,197.08087,49991.598869878,2,35349.3985632485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313563.939793022,NA,NA,NA,NA,NA
"173",16686,"Aurantiogliocladin","C10 H12 O4",196.07356,197.08084,269566.735145593,2,190612.466403767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369556.665338991,NA,NA,NA,NA,NA,NA
"174",16687,"Aurantiogliocladin","C10 H12 O4",196.07361,197.08088,25153.2217982332,2,17786.01370222,NA,NA,NA,NA,NA,281391.488315534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",16778,"Bacimethrin","C6 H9 N3 O2",155.06951,156.07679,30530.9265353142,2,21588.625189029,NA,NA,NA,NA,NA,NA,NA,199329.062329528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",16778,"Bacimethrin","C6 H9 N3 O2",155.06951,156.07679,25188.6830915635,2,17811.0886232035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225269.190199665,NA,NA
"177",17136,"Bestatin/Ubenimex","C16 H24 N2 O4",308.1738,309.18105,67508.7819690403,2,47735.9175199525,NA,NA,NA,NA,NA,NA,NA,342096.690149821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",17137,"Bestatin/Ubenimex","C16 H24 N2 O4",308.1738,309.181,25039.3473240005,2,17705.492289286,NA,NA,NA,NA,120217.682081518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",17138,"Bestatin/Ubenimex","C16 H24 N2 O4",308.17378,309.18106,34483.2197568421,2,24383.318527209,NA,NA,298350.628316804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",17138,"Bestatin/Ubenimex","C16 H24 N2 O4",308.17378,309.18106,25566.0993927128,2,18077.9622490765,NA,NA,NA,196580.489250359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",17138,"Bestatin/Ubenimex","C16 H24 N2 O4",308.17378,309.18106,10820.1832482194,2,7651.02494849701,NA,NA,NA,NA,NA,NA,NA,NA,NA,303667.372978549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",17138,"Bestatin/Ubenimex","C16 H24 N2 O4",308.17378,309.18106,34678.4029623247,2,24521.3338953795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246720.237464827,NA,NA,NA,NA,NA,NA,NA,NA
"183",17138,"Bestatin/Ubenimex","C16 H24 N2 O4",308.17378,309.18106,11339.680809696,2,8018.36519702701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303764.936074089,NA
"184",17211,"Biapenem","C15 H18 N4 O4 S",350.10444,351.11172,28560.7310987399,2,20195.4866355645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304011.479355027,NA,NA,NA,NA,NA
"185",17435,"Brefeldin A","C16 H24 O4",280.16761,281.17489,137881.617154006,2,97497.026490565,NA,1446480.04735065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",17435,"Brefeldin A","C16 H24 O4",280.16761,281.17489,192650.047786045,2,136224.155185425,NA,NA,NA,NA,NA,1664806.70492491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",17435,"Brefeldin A","C16 H24 O4",280.16761,281.17489,151571.440286117,2,107177.193260525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849452.795907719,NA,NA,NA,NA,NA,NA,NA
"188",17435,"Brefeldin A","C16 H24 O4",280.16761,281.17489,35219.8181161918,2,24904.172222116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391614.795775421,NA
"189",17436,"Brefeldin A","C16 H24 O4",280.16747,281.17475,85929.2194164994,2,60761.1337514735,NA,NA,NA,NA,NA,739450.561210462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",17437,"Brefeldin A","C16 H24 O4",280.16759,281.17487,76768.3596892066,2,54283.427716806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354851.949036671,NA,NA,NA,NA,NA,NA,NA
"191",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,40358.550203485,2,28537.804527742,1002933.96958584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,52904.4174887843,2,37409.0723610435,NA,NA,773020.541722242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,232135.006357294,2,164144.237146025,NA,2287174.86718212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,209758.375716985,2,148321.569880156,NA,NA,NA,NA,NA,1032707.455875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,233286.540567535,2,164958.494794855,NA,NA,NA,NA,NA,NA,2745432.14265213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,216798.609814713,2,153299.7671518,NA,NA,NA,1635186.32422671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,51624.8485076966,2,36504.2804575205,NA,NA,NA,NA,NA,NA,NA,258359.121217694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,48430.4158185812,2,34245.475441003,NA,NA,NA,NA,NA,NA,NA,NA,182750.234786849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,686.248492348968,2,485.250962519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493297.510282402,NA,NA,NA,NA
"200",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,56263.2763008084,2,39784.144204074,NA,NA,NA,NA,NA,NA,NA,NA,NA,304657.469480959,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,23613.7211998571,2,16697.4223894675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270012.085643606,NA,NA,NA,NA,NA,NA,NA,NA
"202",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,23616.6840147144,2,16699.5174159445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801038.869645593,NA,NA,NA,NA,NA,NA,NA
"203",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,71688.3636050886,2,50691.3280373251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134179.3302299,NA
"204",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,16338.3117645709,2,11552.931041868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594700.781696131,NA,NA,NA,NA,NA,NA
"205",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,223993.304866326,2,158387.184811365,NA,NA,NA,NA,1770758.2794024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",17611,"Caerulomycin A","C12 H11 N3 O2",229.08522,230.0925,21768.8990564893,2,15392.936141809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218889.536277114
"207",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,4042.29488565451,2,2858.334125202,NA,NA,322099.629226072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,44287.6562225575,2,31316.102037829,NA,403038.109196426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
