"","peak_number","name","formula","calc_mw","m_z","std","n","se","01-bottom-half","01-middle-half","01-bottom-quarter","01-top-quarter","29-middle-half","01-middle-quarter","01-top-half","04-bottom-half","08-bottom-half","15-bottom-half","18-bottom-half","25-bottom-half","29-bottom-quarter","29-top-half","11-bottom-half","22-bottom-half","29-top-quarter","29-bottom-half","29-middle-quarter"
"209",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,3566.30050786024,2,2521.755272857,NA,NA,NA,NA,NA,177393.705150725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,14020.5726640755,2,9914.04200688651,NA,NA,NA,NA,NA,NA,490455.891417733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,20216.996741785,2,14295.5754913425,NA,NA,NA,210352.253272616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,34518.1378823635,2,24408.0093705515,NA,NA,NA,NA,NA,NA,NA,476252.495549892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,29036.7845763782,2,20532.10727781,NA,NA,NA,NA,NA,NA,NA,NA,276663.720256265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,58996.8167652125,2,41717.049203102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354465.153796114,NA,NA,NA,NA
"215",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,5641.478385515,2,3989.12762231499,NA,NA,NA,NA,NA,NA,NA,NA,NA,348268.954505746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,33263.2089827404,2,23520.640635721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339686.510528077,NA,NA,NA,NA,NA,NA,NA,NA
"217",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,9305.37042490419,2,6579.8905289025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113524.149854326,NA,NA,NA
"218",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,6414.40857168277,2,4535.671798338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129161.403362852,NA
"219",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,9744.67731971964,2,6890.52741324851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195671.414551868,NA,NA,NA,NA,NA,NA
"220",17612,"Caerulomycin A","C12 H11 N3 O2",229.08523,230.0925,9450.64884186707,2,6682.617882697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165116.621215417
"221",17613,"Caerulomycin A","C12 H11 N3 O2",229.08524,230.09252,100.644160251982,2,71.1661682010017,NA,NA,NA,NA,178892.196141428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",17613,"Caerulomycin A","C12 H11 N3 O2",229.08524,230.09252,5534.07091141178,2,3913.17906902649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202841.117625663
"223",17935,"Cefalexin","C16 H17 N3 O4 S",347.09564,348.10292,2596.39865145085,2,1835.9310931045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295374.789996249,NA,NA,NA,NA,NA,NA
"224",17937,"Cefaparole","C19 H19 N5 O5 S3",493.05264,494.05992,9403.4959817127,2,6649.2757755295,NA,NA,NA,NA,NA,NA,450247.446656522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",17949,"Cefrotil","C20 H22 N4 O4 S",414.13674,415.14401,18517.8169681929,2,13094.0739509805,NA,NA,NA,NA,NA,336996.31364642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",17949,"Cefrotil","C20 H22 N4 O4 S",414.13674,415.14401,21234.9133963632,2,15015.3512604775,NA,NA,NA,153822.802869431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",17949,"Cefrotil","C20 H22 N4 O4 S",414.13674,415.14401,4773.0552253721,2,3375.0597168385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130077.005862402,NA
"228",17949,"Cefrotil","C20 H22 N4 O4 S",414.13674,415.14401,26745.7688401289,2,18912.114514903,NA,NA,NA,NA,190200.535980987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",18007,"Cephalothin","C16 H16 N2 O6 S2",396.04643,397.05371,14090.2925287779,2,9963.34139600099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161650.252220741,NA,NA,NA,NA,NA,NA
"230",18007,"Cephalothin","C16 H16 N2 O6 S2",396.04643,397.05371,25870.3114438807,2,18293.072653376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227218.870619269,NA,NA,NA,NA,NA
"231",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,85079.3249878957,2,60160.1676377151,8331344.82578965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,618789.147194299,2,437550.00210573,NA,NA,8379166.1732003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,349038.607533292,2,246807.566282701,NA,32542936.056401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,438715.978984521,2,310219.04375485,NA,NA,NA,NA,NA,NA,59369005.6361763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,117926.509511794,2,83386.6345574497,NA,NA,NA,7565173.09805648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,60893.6436037974,2,43058.308323402,NA,NA,NA,NA,NA,NA,NA,40297695.688696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,5555740.79905576,2,3928501.9935271,NA,NA,NA,NA,NA,NA,NA,NA,88813582.1671723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,2043430.97190798,2,1444923.89712275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39812155.4281154,NA,NA,NA,NA
"239",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,3863402.40517696,2,2731838.03915305,NA,NA,NA,NA,NA,NA,NA,NA,NA,84738383.263923,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,749082.782808531,2,529681.515394002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101341247.290067,NA,NA,NA,NA,NA,NA,NA,NA
"241",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,157991.157175626,2,111716.618606395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460598.15362618,NA,NA,NA
"242",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,53688.3097827478,2,37963.367917825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957068.48766153,NA
"243",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,941643.803547741,2,665842.718950901,NA,NA,NA,NA,42265096.7792353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,1341671.14624171,2,948704.76562984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7837830.19649418
"245",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,3496449.78249112,2,2472363.3512777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58266126.9722068,NA,NA,NA,NA,NA
"246",18048,"Chloramphenicol","C11 H12 Cl2 N2 O5",322.0123,345.0015,307926.870655823,2,217737.178350285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4498702.56641733,NA,NA
"247",18052,"Chlorhexidine","C22 H30 Cl2 N10",504.20328,505.21055,825464.653925411,2,583691.654420465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7323666.89269516,NA,NA
"248",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,259576.850682799,2,183548.551356855,1727261.23513576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,89582.8923525887,2,63344.67066082,NA,NA,2022952.7028766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,33526.6424097136,2,23706.916198325,NA,1857217.94959666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,567101.392692151,2,401001.240392955,NA,NA,NA,NA,NA,1493200.65565159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,45640.3953177278,2,32272.6330252001,NA,NA,NA,NA,NA,NA,2397442.76667305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,174003.05301013,2,123038.738730625,NA,NA,NA,1662673.4731101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,126585.679498385,2,89509.592374415,NA,NA,NA,NA,NA,NA,NA,1993242.75459816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,213723.284809237,2,151125.183986075,NA,NA,NA,NA,NA,NA,NA,NA,1526533.57980125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,75616.8853994117,2,53469.2124381301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564798.59403132,NA,NA,NA,NA
"257",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,146378.392829602,2,103505.154189,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762747.89090932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,16122.9832936184,2,11400.670819875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559552.16375689,NA,NA,NA,NA,NA,NA,NA,NA
"259",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,11644.8832550387,2,8234.17591576351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390792.942224634,NA,NA,NA
"260",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,18919.4474902097,2,13378.0696166301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616107.22007384,NA,NA,NA,NA,NA,NA,NA
"261",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,121793.143681675,2,86120.7577993401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425906.21397591,NA
"262",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,30643.6621531119,2,21668.341308855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501061.94724471,NA,NA,NA,NA,NA,NA
"263",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,220122.28761849,2,155649.96226533,NA,NA,NA,NA,1589192.45696461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,250068.852245394,2,176825.381186255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642977.13156938
"265",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,87131.2528608898,2,61611.099751215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285954.42505464,NA,NA,NA,NA,NA
"266",18127,"Ciclacillin","C15 H23 N3 O4 S",341.14091,342.14819,143836.06957926,2,101707.460178715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262728.54723147,NA,NA
"267",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,19103.0968152204,2,13507.9292997055,141433.102536522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,19362.4720632986,2,13691.3352964935,NA,NA,159741.938917361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,14700.5258206414,2,10394.8414947835,NA,145213.629493332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,17395.027323427,2,12300.1417793205,NA,NA,NA,NA,NA,NA,213946.221435588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,13030.1166117579,2,9213.6838158255,NA,NA,NA,125292.487776272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,2132.52204910149,2,1507.9208019495,NA,NA,NA,NA,NA,NA,NA,138519.399911841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,26378.2582530851,2,18652.2452866465,NA,NA,NA,NA,NA,NA,NA,NA,163382.330107744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,2434.72392138934,2,1721.6097951315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159955.172863534,NA,NA,NA,NA
"275",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,2657.39119470877,2,1879.059334044,NA,NA,NA,NA,NA,NA,NA,NA,NA,182263.560360312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,12090.7781841226,2,8549.4712438155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141686.983869405,NA,NA,NA,NA,NA,NA,NA,NA
"277",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,3619.70698991819,2,2559.5193584795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127672.249019056,NA
"278",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,24488.5430343309,2,17316.014840954,NA,NA,NA,NA,144190.097517588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,5938.2658562586,2,4198.98805544899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184060.997475547
"280",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,33615.5129182464,2,23769.757137556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166857.341720189,NA,NA,NA,NA,NA
"281",18128,"Ciclacillin","C15 H23 N3 O4 S",341.14086,342.14814,4816.12485007206,2,3405.514540527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167542.473389963,NA,NA
"282",18201,"Ciprofloxacin","C17 H18 F N3 O3",331.13343,332.1407,NA,1,NA,873485.880276758,NA,956210.830716788,917256.338137559,NA,NA,NA,NA,NA,NA,759946.138972444,NA,NA,NA,NA,NA,NA,474453.867393359,NA
"283",18201,"Ciprofloxacin","C17 H18 F N3 O3",331.13343,332.1407,80007.9456591949,2,56574.1609244215,NA,644779.453417424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",18201,"Ciprofloxacin","C17 H18 F N3 O3",331.13343,332.1407,91479.4422976863,2,64685.7339878575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839280.790444713,NA,NA,NA,NA
"285",18201,"Ciprofloxacin","C17 H18 F N3 O3",331.13343,332.1407,98369.6964513799,2,69557.879424033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773293.171434866
"286",18201,"Ciprofloxacin","C17 H18 F N3 O3",331.13343,332.1407,74980.4345522308,2,53019.1737281965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918606.590224723,NA,NA,NA,NA,NA
"287",18294,"Clarithromycin","C38 H69 N O13",747.47631,748.48359,6524.46747198272,2,4613.49519307003,NA,NA,1112497.58298019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",18358,"Clofoctol","C21 H26 Cl2 O",364.13744,365.14472,34586.7368549269,2,24456.5161692335,NA,NA,NA,NA,NA,NA,NA,206365.873633251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,16208.4972950795,2,11461.1383501945,252975.326560794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,6127.08823437377,2,4332.505639454,NA,NA,196624.14135385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,381.517637047417,2,269.773708298497,NA,NA,NA,NA,NA,236813.092188764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,53412.5269301781,2,37768.359992638,NA,NA,NA,NA,NA,NA,233013.408799508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,31256.6760120473,2,22101.8075654695,NA,NA,NA,190108.478428914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,10052.3569438146,2,7108.08976187899,NA,NA,NA,NA,NA,NA,NA,184281.614731058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,24010.9097307678,2,16978.277093084,NA,NA,NA,NA,NA,NA,NA,NA,126237.896250828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,9029.54116894767,2,6384.849791566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133749.485882623,NA,NA,NA,NA
"297",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,8485.37924093544,2,6000.06920220501,NA,NA,NA,NA,NA,NA,NA,NA,NA,175866.99439185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",18376,"Cloranolol","C13 H19 Cl2 N O2",291.07918,292.08646,6551.03558795658,2,4632.2816880385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108998.552106991,NA,NA,NA,NA,NA,NA,NA,NA
"299",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,131867.408496116,2,93244.3387651,689292.0727888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,61311.219084162,2,43353.578777225,NA,NA,748480.381646969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,9906.13932350843,2,7004.69829103153,NA,647758.90474247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,61356.5472812643,2,43385.630652775,NA,NA,NA,NA,NA,744403.108382755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,34729.0740859984,2,24557.1637905395,NA,NA,NA,NA,NA,NA,808313.057242166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,46382.6023442284,2,32797.452646683,NA,NA,NA,643676.287952338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,133226.941470006,2,94205.6737501845,NA,NA,NA,NA,NA,NA,NA,822351.919499504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,5937.86225987318,2,4198.702669708,NA,NA,NA,NA,NA,NA,NA,NA,612230.326685716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,111228.434227935,2,78650.3801033345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648435.046614859,NA,NA,NA,NA
"308",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,25665.8827727465,2,18148.519753748,NA,NA,NA,NA,NA,NA,NA,NA,NA,723092.641938948,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,95315.7619434512,2,67398.421624177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579669.470088322,NA,NA,NA,NA,NA,NA,NA,NA
"310",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,33465.7859230882,2,23663.884163953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171026.908066855,NA,NA,NA
"311",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,5961.69918918561,2,4215.55792406749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584411.078972604,NA,NA,NA,NA,NA,NA,NA
"312",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,109079.108953131,2,77130.577626545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559256.021540684,NA
"313",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,45813.7782569101,2,32395.233277238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593604.304495389,NA,NA,NA,NA,NA,NA
"314",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,2812.27932168055,2,1988.58177895102,NA,NA,NA,NA,450487.705334731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,36501.3699108385,2,25810.3661865525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384721.960670146
"316",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,4261.24546764326,2,3013.15556647099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614826.602767641,NA,NA,NA,NA,NA
"317",18378,"Cloxacillin","C19 H18 Cl N3 O5 S",435.06555,436.07283,60302.9580233557,2,42640.6305439225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464779.690878451,NA,NA
"318",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,14668.108282791,2,10371.9188339401,2695060.67367866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,134648.738798556,2,95211.0362826749,NA,NA,3619575.85879422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,121625.069865546,2,86001.9116642149,NA,3326926.63162966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,676662.704921451,2,478472.78722599,NA,NA,NA,NA,NA,3362431.54457143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,7647.70093837264,2,5407.74119401001,NA,NA,NA,3338538.80336108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,68863.8808282743,2,48694.117112495,NA,NA,NA,NA,NA,NA,NA,2901216.90188647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,245253.010383807,2,173420.066748805,NA,NA,NA,NA,NA,NA,NA,NA,2727293.21350637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
