,0
f8f8a61b87c768718826c9f2f74ed33a,47.0
aab6aa763a05aa07f8c464043ba48d9f,47.0
b98f53cf25af514aebaaef80ed91bea1,47.0
2c254320f619c60d30605011d4ec91a3,46.0
d22d614a52a1e938274481e9bbd89035,46.0
b0aec94de42a3a30702b2d247b24de83,46.0
864810ce4a02e9d88c9f80c2fc9b5fdc,46.0
c0fcac392fda5b2c85f7eff24b4a08ed,46.0
d54602f5f5e36c732e7649b9d3a2caa0,46.0
8acf972a3d3dbec00c75a01b416841c4,46.0
f83601692d8f41907b33f93f84609bcf,46.0
bea6e8927b2323fae542208ce5800fce,46.0
085fbc93118e3c914ec5c45c3bcc3e36,45.0
51b0b026c8fa34aefe7ae82d28560484,45.0
24d2b19c59f705cd8b40145111cd8d15,45.0
f77f73e98d322ca9236189e58c57d2f7,45.0
8454ff06fc777ee1792f0a92c0a2a3db,45.0
b2bdfb071dcdf7a849e8a21d510d829b,45.0
da5ec2445dfbaf457ddc3ef02b60a3e8,45.0
11852e8ea94123b33079b3dfb541dda9,45.0
6eea10a6bbd0503ada4ca0c213a847c7,45.0
1ea33172a049bc3d1a3c0f3b513b57ee,44.0
b5fd42dd9395bec1b88549cddeb71ada,44.0
3b935ffd7b3d56f7e0c5439fdeb7e891,44.0
cc06b4a0146591e922e1f9c019a63485,44.0
2acd5aedfbfe3fcaf77f49ef1cd3a6d4,44.0
30630341a745ac1fbde93afa5afa2027,44.0
e2ba543885b2af9a7c187ae66d3b8fce,44.0
e18109c36adcf2fb61565068d86ecefd,44.0
0ea8e2d6fcc198ad19437a49626f1a3b,44.0
97b6b616c65f61a704629846757d0dc6,43.0
c6caa1dfe0eedc2fce6009a5ea2a9328,43.0
53ea2029dcf342440c7da95b2234258f,43.0
ecffba043dba2c7241c3d77ffa7c662e,43.0
1fa9b61701dc9e24110324c558ed3ed6,43.0
c5d1d00accb74049558c8cbb67ee4d7d,43.0
4562fafd53a4ebade818b09b8977fa5b,43.0
8e6fe51caca5b6b3ba0fdea4b78c1781,43.0
c40444c04a9a82b9b07af50541408e5f,42.0
6a8da074855afdaedcea726b86d1c83b,42.0
2fee355111127c0cdc8e4f574ccbf398,42.0
0e2b4f89954d9e3f02f83972d5160303,42.0
7b5d4bf38f7089653e16ac122d10ec2d,42.0
ffa2d3d4e030a8f45850c379c0d196f5,42.0
e5f34101b8012560d6272471d172e5e1,41.0
8cc007307d0af77fe8b463e8392ad1c2,41.0
394e82faf1b211a91a361c3a37a83bf5,41.0
bc2b137bb2d50200af33144071fb0de5,41.0
56e701680f156dc6edf608501e17ef2c,41.0
f253cbe59593006fbb594ae87daf4b88,41.0
ed9ae78c8ed8cf1668fe0e701f86b139,41.0
7e8cac1d87e4f092e4c794d45d01fedb,41.0
f3c07b7b6712b215220fcf8ad72f3f32,41.0
a564bf8805fcb54bb0344285de964fc8,41.0
f2d355fdf805f9d7904be6f9525674c9,40.0
f92c5438f53dc7f1c1cf25a2a4ce2e02,40.0
7fe203eda27920673e30f5f4e2e2fbeb,40.0
3f7d4dc1b5a0206265e26fc6df9adcbe,40.0
2f4a2b08eec8d8d5f66dc0d20552881f,40.0
13b1eda47a2b93d1d45e7bb10dd412b1,39.0
0a2717a5f1466cb0a38eeee25302640c,39.0
7875a974d142e33c3627bd3f5ef97460,39.0
bbb5e488e75843054232acc7798cf3b3,39.0
d419a4b872703f48c79994b1f12422cf,39.0
bb0e86a4e01fb2e752258e2166d2f578,39.0
491a9459c78168b0f215c8c174fbb731,39.0
4a02337d870a554b2731d05e1f205219,39.0
356f841cd4f1a3c532624a6582da5016,38.0
2c1d09c696bcdbb5475859239b6d37b9,38.0
